Source,Target,Type,Weight
Norman Gardens,Passmore Town,Undirected,1
Norman Gardens,Rollington Town,Undirected,1
Fletchers Land,Copse,Undirected,1
Fletchers Land,East Down Town,Undirected,1
Fletchers Land,Denham Town,Undirected,1
Fletchers Land,Central Down Town,Undirected,1
Fletchers Land,Passmore Town,Undirected,1
Fletchers Land,Rollington Town,Undirected,1
Hatfield,Newport,Undirected,1
Hatfield,Knockpatrick,Undirected,1
Hatfield,New Green,Undirected,1
Hatfield,Royal Flat,Undirected,1
Hatfield,Part of Spaldings,Undirected,1
Hatfield,Bigwoods,Undirected,1
Mandeville Proper,Wilmington,Undirected,1
Newport,Hatfield,Undirected,1
Newport,Knockpatrick,Undirected,1
Newport,New Green,Undirected,1
Newport,Royal Flat,Undirected,1
Newport,Bigwoods,Undirected,1
Knockpatrick,Hatfield,Undirected,1
Knockpatrick,Newport,Undirected,1
Knockpatrick,New Green,Undirected,1
Knockpatrick,Royal Flat,Undirected,1
New Green,Hatfield,Undirected,1
New Green,Newport,Undirected,1
New Green,Knockpatrick,Undirected,1
Royal Flat,Hatfield,Undirected,1
Royal Flat,Newport,Undirected,1
Royal Flat,Knockpatrick,Undirected,1
Part of Spaldings,Hatfield,Undirected,1
Part of Spaldings,Knockpatrick,Undirected,1
Part of Spaldings,New Green,Undirected,1
Part of Spaldings,Royal Flat,Undirected,1
Part of Spaldings,Macknie,Undirected,1
Snow Hill,Central Port Antonio,Undirected,1
Snow Hill,Windsor Forest,Undirected,1
Snow Hill,Norwich,Undirected,1
Snow Hill,Epson,Undirected,1
Central Port Antonio,Snow Hill,Undirected,1
Central Port Antonio,Windsor Forest,Undirected,1
Central Port Antonio,Norwich,Undirected,1
Windsor Forest,Snow Hill,Undirected,1
Windsor Forest,Central Port Antonio,Undirected,1
Windsor Forest,Norwich,Undirected,1
Windsor Forest,Duckenfield,Undirected,1
Norwich,Snow Hill,Undirected,1
Norwich,Central Port Antonio,Undirected,1
Norwich,Windsor Forest,Undirected,1
Mona Heights,Copse,Undirected,1
Mona Heights,East Down Town,Undirected,1
Mona Heights,Denham Town,Undirected,1
Mona Heights,Central Down Town,Undirected,1
Mona Heights,Passmore Town,Undirected,1
Mona Heights,Rollington Town,Undirected,1
Seaward Pen,Copse,Undirected,1
Seaward Pen,East Down Town,Undirected,1
Seaward Pen,Denham Town,Undirected,1
Seaward Pen,Central Down Town,Undirected,1
Seaward Pen,Passmore Town,Undirected,1
Seaward Pen,Rollington Town,Undirected,1
Bull Bay/ Seven Mile,Copse,Undirected,1
Bull Bay/ Seven Mile,East Down Town,Undirected,1
Bull Bay/ Seven Mile,Denham Town,Undirected,1
Bull Bay/ Seven Mile,Central Down Town,Undirected,1
Bull Bay/ Seven Mile,Passmore Town,Undirected,1
Bull Bay/ Seven Mile,Rollington Town,Undirected,1
Delacree Park/ Union Gardens,Copse,Undirected,1
Delacree Park/ Union Gardens,East Down Town,Undirected,1
Delacree Park/ Union Gardens,Denham Town,Undirected,1
Delacree Park/ Union Gardens,Central Down Town,Undirected,1
Delacree Park/ Union Gardens,Passmore Town,Undirected,1
Delacree Park/ Union Gardens,Rollington Town,Undirected,1
University,Copse,Undirected,1
University,East Down Town,Undirected,1
University,Denham Town,Undirected,1
University,Central Down Town,Undirected,1
University,Passmore Town,Undirected,1
University,Rollington Town,Undirected,1
Harbour View,Copse,Undirected,1
Harbour View,East Down Town,Undirected,1
Harbour View,Denham Town,Undirected,1
Harbour View,Central Down Town,Undirected,1
Harbour View,Passmore Town,Undirected,1
Harbour View,Rollington Town,Undirected,1
Red Hills (Rural),Boucher Park,Undirected,1
Red Hills (Rural),Forest Hills/ Plantation Height,Undirected,1
Red Hills (Rural),Red Hills/ Sterling Castle,Undirected,1
Red Hills (Rural),Queensborough/ Tunbridge,Undirected,1
Red Hills (Rural),Bloxborough,Undirected,1
Norbrook,Copse,Undirected,1
Norbrook,East Down Town,Undirected,1
Norbrook,Denham Town,Undirected,1
Norbrook,Central Down Town,Undirected,1
Norbrook,Passmore Town,Undirected,1
Norbrook,Rollington Town,Undirected,1
Lawrence Tavern,Copse,Undirected,1
Lawrence Tavern,East Down Town,Undirected,1
Lawrence Tavern,Denham Town,Undirected,1
Lawrence Tavern,Central Down Town,Undirected,1
Lawrence Tavern,Passmore Town,Undirected,1
Lawrence Tavern,Rollington Town,Undirected,1
Delacree Pen,Copse,Undirected,1
Delacree Pen,East Down Town,Undirected,1
Delacree Pen,Denham Town,Undirected,1
Delacree Pen,Central Down Town,Undirected,1
Delacree Pen,Passmore Town,Undirected,1
Delacree Pen,Rollington Town,Undirected,1
Greenwich Town/ Newport West,Copse,Undirected,1
Greenwich Town/ Newport West,East Down Town,Undirected,1
Greenwich Town/ Newport West,Denham Town,Undirected,1
Greenwich Town/ Newport West,Central Down Town,Undirected,1
Greenwich Town/ Newport West,Passmore Town,Undirected,1
Greenwich Town/ Newport West,Rollington Town,Undirected,1
Tower Hill,Copse,Undirected,1
Tower Hill,East Down Town,Undirected,1
Tower Hill,Denham Town,Undirected,1
Tower Hill,Central Down Town,Undirected,1
Tower Hill,Passmore Town,Undirected,1
Tower Hill,Rollington Town,Undirected,1
Trench Town,Copse,Undirected,1
Trench Town,East Down Town,Undirected,1
Trench Town,Denham Town,Undirected,1
Trench Town,Central Down Town,Undirected,1
Trench Town,Passmore Town,Undirected,1
Trench Town,Rollington Town,Undirected,1
Waterhouse,Copse,Undirected,1
Waterhouse,East Down Town,Undirected,1
Waterhouse,Denham Town,Undirected,1
Waterhouse,Central Down Town,Undirected,1
Waterhouse,Passmore Town,Undirected,1
Waterhouse,Rollington Town,Undirected,1
Grants Pen,Copse,Undirected,1
Grants Pen,East Down Town,Undirected,1
Grants Pen,Denham Town,Undirected,1
Grants Pen,Central Down Town,Undirected,1
Grants Pen,Passmore Town,Undirected,1
Grants Pen,Rollington Town,Undirected,1
Whitehall,Copse,Undirected,1
Whitehall,East Down Town,Undirected,1
Whitehall,Denham Town,Undirected,1
Whitehall,Central Down Town,Undirected,1
Whitehall,Passmore Town,Undirected,1
Whitehall,Rollington Town,Undirected,1
Havendale,Copse,Undirected,1
Havendale,East Down Town,Undirected,1
Havendale,Denham Town,Undirected,1
Havendale,Central Down Town,Undirected,1
Havendale,Passmore Town,Undirected,1
Havendale,Rollington Town,Undirected,1
Barbican,Copse,Undirected,1
Barbican,East Down Town,Undirected,1
Barbican,Denham Town,Undirected,1
Barbican,Central Down Town,Undirected,1
Barbican,Passmore Town,Undirected,1
Barbican,Rollington Town,Undirected,1
Cavaliers,Copse,Undirected,1
Cavaliers,East Down Town,Undirected,1
Cavaliers,Denham Town,Undirected,1
Cavaliers,Central Down Town,Undirected,1
Cavaliers,Passmore Town,Undirected,1
Cavaliers,Rollington Town,Undirected,1
Roehampton,Copse,Undirected,1
Roehampton,East Down Town,Undirected,1
Roehampton,Denham Town,Undirected,1
Roehampton,Central Down Town,Undirected,1
Roehampton,Passmore Town,Undirected,1
Roehampton,Rollington Town,Undirected,1
Cross Roads,Copse,Undirected,1
Cross Roads,East Down Town,Undirected,1
Cross Roads,Denham Town,Undirected,1
Cross Roads,Central Down Town,Undirected,1
Cross Roads,Passmore Town,Undirected,1
Cross Roads,Rollington Town,Undirected,1
Pembroke Hall,Copse,Undirected,1
Pembroke Hall,East Down Town,Undirected,1
Pembroke Hall,Denham Town,Undirected,1
Pembroke Hall,Central Down Town,Undirected,1
Pembroke Hall,Passmore Town,Undirected,1
Pembroke Hall,Rollington Town,Undirected,1
Kencot,Copse,Undirected,1
Kencot,East Down Town,Undirected,1
Kencot,Denham Town,Undirected,1
Kencot,Central Down Town,Undirected,1
Kencot,Passmore Town,Undirected,1
Kencot,Rollington Town,Undirected,1
Vineyard Town,Copse,Undirected,1
Vineyard Town,East Down Town,Undirected,1
Vineyard Town,Denham Town,Undirected,1
Vineyard Town,Central Down Town,Undirected,1
Vineyard Town,Passmore Town,Undirected,1
Vineyard Town,Rollington Town,Undirected,1
Hope Tavern,Copse,Undirected,1
Hope Tavern,East Down Town,Undirected,1
Hope Tavern,Denham Town,Undirected,1
Hope Tavern,Central Down Town,Undirected,1
Hope Tavern,Passmore Town,Undirected,1
Hope Tavern,Rollington Town,Undirected,1
Drewsland,Copse,Undirected,1
Drewsland,East Down Town,Undirected,1
Drewsland,Denham Town,Undirected,1
Drewsland,Central Down Town,Undirected,1
Drewsland,Passmore Town,Undirected,1
Drewsland,Rollington Town,Undirected,1
Beverley Hills,Copse,Undirected,1
Beverley Hills,East Down Town,Undirected,1
Beverley Hills,Denham Town,Undirected,1
Beverley Hills,Central Down Town,Undirected,1
Beverley Hills,Passmore Town,Undirected,1
Beverley Hills,Rollington Town,Undirected,1
Patrick City,Copse,Undirected,1
Patrick City,East Down Town,Undirected,1
Patrick City,Denham Town,Undirected,1
Patrick City,Central Down Town,Undirected,1
Patrick City,Passmore Town,Undirected,1
Patrick City,Rollington Town,Undirected,1
Liguanea,Copse,Undirected,1
Liguanea,East Down Town,Undirected,1
Liguanea,Denham Town,Undirected,1
Liguanea,Central Down Town,Undirected,1
Liguanea,Passmore Town,Undirected,1
Liguanea,Rollington Town,Undirected,1
Hermitage,Copse,Undirected,1
Hermitage,East Down Town,Undirected,1
Hermitage,Denham Town,Undirected,1
Hermitage,Central Down Town,Undirected,1
Hermitage,Passmore Town,Undirected,1
Hermitage,Rollington Town,Undirected,1
Kintyre,Copse,Undirected,1
Kintyre,East Down Town,Undirected,1
Kintyre,Denham Town,Undirected,1
Kintyre,Central Down Town,Undirected,1
Kintyre,Passmore Town,Undirected,1
Kintyre,Rollington Town,Undirected,1
Cassia Park,Copse,Undirected,1
Cassia Park,East Down Town,Undirected,1
Cassia Park,Denham Town,Undirected,1
Cassia Park,Central Down Town,Undirected,1
Cassia Park,Passmore Town,Undirected,1
Cassia Park,Rollington Town,Undirected,1
Three Oaks/ Glendale,Copse,Undirected,1
Three Oaks/ Glendale,East Down Town,Undirected,1
Three Oaks/ Glendale,Denham Town,Undirected,1
Three Oaks/ Glendale,Central Down Town,Undirected,1
Three Oaks/ Glendale,Passmore Town,Undirected,1
Three Oaks/ Glendale,Rollington Town,Undirected,1
Whitfield Town,Copse,Undirected,1
Whitfield Town,East Down Town,Undirected,1
Whitfield Town,Denham Town,Undirected,1
Whitfield Town,Central Down Town,Undirected,1
Whitfield Town,Passmore Town,Undirected,1
Whitfield Town,Rollington Town,Undirected,1
Cherry Gardens,Copse,Undirected,1
Cherry Gardens,East Down Town,Undirected,1
Cherry Gardens,Denham Town,Undirected,1
Cherry Gardens,Central Down Town,Undirected,1
Cherry Gardens,Passmore Town,Undirected,1
Cherry Gardens,Rollington Town,Undirected,1
Half-Way-Tree,Copse,Undirected,1
Half-Way-Tree,East Down Town,Undirected,1
Half-Way-Tree,Denham Town,Undirected,1
Half-Way-Tree,Central Down Town,Undirected,1
Half-Way-Tree,Passmore Town,Undirected,1
Half-Way-Tree,Rollington Town,Undirected,1
Boucher Park,Red Hills (Rural),Undirected,1
Boucher Park,Forest Hills/ Plantation Height,Undirected,1
Boucher Park,Red Hills/ Sterling Castle,Undirected,1
Boucher Park,Queensborough/ Tunbridge,Undirected,1
Boucher Park,Bloxborough,Undirected,1
Molynes Four Roads,Copse,Undirected,1
Molynes Four Roads,East Down Town,Undirected,1
Molynes Four Roads,Denham Town,Undirected,1
Molynes Four Roads,Central Down Town,Undirected,1
Molynes Four Roads,Passmore Town,Undirected,1
Molynes Four Roads,Rollington Town,Undirected,1
Hope Pastures/ UTECH,Copse,Undirected,1
Hope Pastures/ UTECH,East Down Town,Undirected,1
Hope Pastures/ UTECH,Denham Town,Undirected,1
Hope Pastures/ UTECH,Central Down Town,Undirected,1
Hope Pastures/ UTECH,Passmore Town,Undirected,1
Hope Pastures/ UTECH,Rollington Town,Undirected,1
Eastwood Park Gardens,Copse,Undirected,1
Eastwood Park Gardens,East Down Town,Undirected,1
Eastwood Park Gardens,Denham Town,Undirected,1
Eastwood Park Gardens,Central Down Town,Undirected,1
Eastwood Park Gardens,Passmore Town,Undirected,1
Eastwood Park Gardens,Rollington Town,Undirected,1
August Town,Copse,Undirected,1
August Town,East Down Town,Undirected,1
August Town,Denham Town,Undirected,1
August Town,Central Down Town,Undirected,1
August Town,Passmore Town,Undirected,1
August Town,Rollington Town,Undirected,1
Golden Spring,Copse,Undirected,1
Golden Spring,East Down Town,Undirected,1
Golden Spring,Denham Town,Undirected,1
Golden Spring,Central Down Town,Undirected,1
Golden Spring,Passmore Town,Undirected,1
Golden Spring,Rollington Town,Undirected,1
Cockburn Gardens,Copse,Undirected,1
Cockburn Gardens,East Down Town,Undirected,1
Cockburn Gardens,Denham Town,Undirected,1
Cockburn Gardens,Central Down Town,Undirected,1
Cockburn Gardens,Passmore Town,Undirected,1
Cockburn Gardens,Rollington Town,Undirected,1
Molynes Gardens,Copse,Undirected,1
Molynes Gardens,East Down Town,Undirected,1
Molynes Gardens,Denham Town,Undirected,1
Molynes Gardens,Central Down Town,Undirected,1
Molynes Gardens,Passmore Town,Undirected,1
Molynes Gardens,Rollington Town,Undirected,1
Duhaney Park,Copse,Undirected,1
Duhaney Park,East Down Town,Undirected,1
Duhaney Park,Denham Town,Undirected,1
Duhaney Park,Central Down Town,Undirected,1
Duhaney Park,Passmore Town,Undirected,1
Duhaney Park,Rollington Town,Undirected,1
Oaklands,Copse,Undirected,1
Oaklands,East Down Town,Undirected,1
Oaklands,Denham Town,Undirected,1
Oaklands,Central Down Town,Undirected,1
Oaklands,Passmore Town,Undirected,1
Oaklands,Rollington Town,Undirected,1
Hughenden,Copse,Undirected,1
Hughenden,East Down Town,Undirected,1
Hughenden,Denham Town,Undirected,1
Hughenden,Central Down Town,Undirected,1
Hughenden,Passmore Town,Undirected,1
Hughenden,Rollington Town,Undirected,1
Marverley,Copse,Undirected,1
Marverley,East Down Town,Undirected,1
Marverley,Denham Town,Undirected,1
Marverley,Central Down Town,Undirected,1
Marverley,Passmore Town,Undirected,1
Marverley,Rollington Town,Undirected,1
Richmond Park,Copse,Undirected,1
Richmond Park,East Down Town,Undirected,1
Richmond Park,Denham Town,Undirected,1
Richmond Park,Central Down Town,Undirected,1
Richmond Park,Passmore Town,Undirected,1
Richmond Park,Rollington Town,Undirected,1
Forest Hills/ Plantation Height,Red Hills (Rural),Undirected,1
Forest Hills/ Plantation Height,Boucher Park,Undirected,1
Forest Hills/ Plantation Height,Red Hills/ Sterling Castle,Undirected,1
Forest Hills/ Plantation Height,Queensborough/ Tunbridge,Undirected,1
Jones Town,Copse,Undirected,1
Jones Town,East Down Town,Undirected,1
Jones Town,Denham Town,Undirected,1
Jones Town,Central Down Town,Undirected,1
Jones Town,Passmore Town,Undirected,1
Jones Town,Rollington Town,Undirected,1
Red Hills/ Sterling Castle,Red Hills (Rural),Undirected,1
Red Hills/ Sterling Castle,Boucher Park,Undirected,1
Red Hills/ Sterling Castle,Forest Hills/ Plantation Height,Undirected,1
Arlene Gardens,Copse,Undirected,1
Arlene Gardens,East Down Town,Undirected,1
Arlene Gardens,Denham Town,Undirected,1
Arlene Gardens,Central Down Town,Undirected,1
Arlene Gardens,Passmore Town,Undirected,1
Arlene Gardens,Rollington Town,Undirected,1
Queensborough/ Tunbridge,Red Hills (Rural),Undirected,1
Queensborough/ Tunbridge,Boucher Park,Undirected,1
Queensborough/ Tunbridge,Forest Hills/ Plantation Height,Undirected,1
Mountain View Gardens,Copse,Undirected,1
Mountain View Gardens,East Down Town,Undirected,1
Mountain View Gardens,Denham Town,Undirected,1
Mountain View Gardens,Central Down Town,Undirected,1
Mountain View Gardens,Passmore Town,Undirected,1
Mountain View Gardens,Rollington Town,Undirected,1
Zaidie Gardens,Copse,Undirected,1
Zaidie Gardens,East Down Town,Undirected,1
Zaidie Gardens,Denham Town,Undirected,1
Zaidie Gardens,Central Down Town,Undirected,1
Zaidie Gardens,Passmore Town,Undirected,1
Zaidie Gardens,Rollington Town,Undirected,1
Trafalgar Park,Copse,Undirected,1
Trafalgar Park,East Down Town,Undirected,1
Trafalgar Park,Denham Town,Undirected,1
Trafalgar Park,Central Down Town,Undirected,1
Trafalgar Park,Passmore Town,Undirected,1
Trafalgar Park,Rollington Town,Undirected,1
Washington Gardens,Copse,Undirected,1
Washington Gardens,East Down Town,Undirected,1
Washington Gardens,Denham Town,Undirected,1
Washington Gardens,Central Down Town,Undirected,1
Washington Gardens,Passmore Town,Undirected,1
Washington Gardens,Rollington Town,Undirected,1
Drumblair,Copse,Undirected,1
Drumblair,East Down Town,Undirected,1
Drumblair,Denham Town,Undirected,1
Drumblair,Central Down Town,Undirected,1
Drumblair,Passmore Town,Undirected,1
Drumblair,Rollington Town,Undirected,1
Waltham Gardens,Copse,Undirected,1
Waltham Gardens,East Down Town,Undirected,1
Waltham Gardens,Denham Town,Undirected,1
Waltham Gardens,Central Down Town,Undirected,1
Waltham Gardens,Passmore Town,Undirected,1
Waltham Gardens,Rollington Town,Undirected,1
Woodford Park,Copse,Undirected,1
Woodford Park,East Down Town,Undirected,1
Woodford Park,Denham Town,Undirected,1
Woodford Park,Central Down Town,Undirected,1
Woodford Park,Passmore Town,Undirected,1
Woodford Park,Rollington Town,Undirected,1
Papine,Copse,Undirected,1
Papine,East Down Town,Undirected,1
Papine,Denham Town,Undirected,1
Papine,Central Down Town,Undirected,1
Papine,Passmore Town,Undirected,1
Papine,Rollington Town,Undirected,1
Bloxborough,Red Hills (Rural),Undirected,1
Bloxborough,Boucher Park,Undirected,1
Bloxborough,Forest Hills/ Plantation Height,Undirected,1
Bloxborough,Red Hills/ Sterling Castle,Undirected,1
Parry Town,Exchange,Undirected,1
Parry Town,Steer Town,Undirected,1
Parry Town,St. Ann's Bay,Undirected,1
Parry Town,Priory,Undirected,1
Parry Town,Philadelphia,Undirected,1
Parry Town,Lime Hall,Undirected,1
Discovery Bay,Browns Town,Undirected,1
Discovery Bay,St. Ann's Bay,Undirected,1
Discovery Bay,Priory,Undirected,1
Discovery Bay,Philadelphia,Undirected,1
Discovery Bay,York Castle,Undirected,1
Discovery Bay,Lime Hall,Undirected,1
Browns Town,Discovery Bay,Undirected,1
Browns Town,Steer Town,Undirected,1
Browns Town,St. Ann's Bay,Undirected,1
Browns Town,Priory,Undirected,1
Browns Town,Philadelphia,Undirected,1
Macknie,May Pen Proper,Undirected,1
Macknie,Part of Spaldings,Undirected,1
Macknie,Philadelphia,Undirected,1
Macknie,York Castle,Undirected,1
Exchange,Parry Town,Undirected,1
Exchange,Steer Town,Undirected,1
Exchange,St. Ann's Bay,Undirected,1
Exchange,Priory,Undirected,1
Exchange,Lime Hall,Undirected,1
Steer Town,Parry Town,Undirected,1
Steer Town,Browns Town,Undirected,1
Steer Town,Exchange,Undirected,1
St. Ann's Bay,Parry Town,Undirected,1
St. Ann's Bay,Discovery Bay,Undirected,1
Priory,Parry Town,Undirected,1
Priory,Discovery Bay,Undirected,1
Philadelphia,Parry Town,Undirected,1
Philadelphia,Discovery Bay,Undirected,1
York Castle,Discovery Bay,Undirected,1
York Castle,Browns Town,Undirected,1
York Castle,Macknie,Undirected,1
York Castle,Steer Town,Undirected,1
Lime Hall,Parry Town,Undirected,1
Lime Hall,Discovery Bay,Undirected,1
Lime Hall,Browns Town,Undirected,1
Cole Gate,Parry Town,Undirected,1
Cole Gate,Macknie,Undirected,1
Cole Gate,Exchange,Undirected,1
Cole Gate,Steer Town,Undirected,1
Cole Gate,St. Ann's Bay,Undirected,1
Cole Gate,Priory,Undirected,1
Braeton,Copse,Undirected,1
Braeton,East Down Town,Undirected,1
Braeton,Denham Town,Undirected,1
Braeton,Central Down Town,Undirected,1
Braeton,Passmore Town,Undirected,1
Braeton,Rollington Town,Undirected,1
Spanish Town Central,Copse,Undirected,1
Spanish Town Central,East Down Town,Undirected,1
Spanish Town Central,Denham Town,Undirected,1
Spanish Town Central,Central Down Town,Undirected,1
Spanish Town Central,Passmore Town,Undirected,1
Spanish Town Central,Rollington Town,Undirected,1
Cromarty,Copse,Undirected,1
Cromarty,East Down Town,Undirected,1
Cromarty,Denham Town,Undirected,1
Cromarty,Central Down Town,Undirected,1
Cromarty,Passmore Town,Undirected,1
Cromarty,Rollington Town,Undirected,1
Hellshire,Copse,Undirected,1
Hellshire,East Down Town,Undirected,1
Hellshire,Denham Town,Undirected,1
Hellshire,Central Down Town,Undirected,1
Hellshire,Passmore Town,Undirected,1
Hellshire,Rollington Town,Undirected,1
Greater Portmore,Copse,Undirected,1
Greater Portmore,East Down Town,Undirected,1
Greater Portmore,Denham Town,Undirected,1
Greater Portmore,Central Down Town,Undirected,1
Greater Portmore,Passmore Town,Undirected,1
Greater Portmore,Rollington Town,Undirected,1
Bogwalk,Denham Town,Undirected,1
Bogwalk,Central Down Town,Undirected,1
Bogwalk,Newton Square,Undirected,1
Bogwalk,Kingston Gardens,Undirected,1
Bogwalk,Seaward Pen,Undirected,1
Bogwalk,Delacree Park/ Union Gardens,Undirected,1
Hampton Green,Copse,Undirected,1
Hampton Green,East Down Town,Undirected,1
Hampton Green,Denham Town,Undirected,1
Hampton Green,Central Down Town,Undirected,1
Hampton Green,Passmore Town,Undirected,1
Hampton Green,Rollington Town,Undirected,1
Sligoville,Copse,Undirected,1
Sligoville,East Down Town,Undirected,1
Sligoville,Denham Town,Undirected,1
Sligoville,Central Down Town,Undirected,1
Sligoville,Passmore Town,Undirected,1
Sligoville,West Down Town,Undirected,1
Greendale,Copse,Undirected,1
Greendale,East Down Town,Undirected,1
Greendale,Denham Town,Undirected,1
Greendale,Central Down Town,Undirected,1
Greendale,Passmore Town,Undirected,1
Greendale,Rollington Town,Undirected,1
Ensom,Copse,Undirected,1
Ensom,East Down Town,Undirected,1
Ensom,Denham Town,Undirected,1
Ensom,Central Down Town,Undirected,1
Ensom,Passmore Town,Undirected,1
Ensom,Rollington Town,Undirected,1
Naggo Head,Copse,Undirected,1
Naggo Head,East Down Town,Undirected,1
Naggo Head,Denham Town,Undirected,1
Naggo Head,Central Down Town,Undirected,1
Naggo Head,Passmore Town,Undirected,1
Naggo Head,Rollington Town,Undirected,1
Willowdene,Copse,Undirected,1
Willowdene,East Down Town,Undirected,1
Willowdene,Denham Town,Undirected,1
Willowdene,Central Down Town,Undirected,1
Willowdene,Passmore Town,Undirected,1
Willowdene,Rollington Town,Undirected,1
Golden Acres,Copse,Undirected,1
Golden Acres,East Down Town,Undirected,1
Golden Acres,Denham Town,Undirected,1
Golden Acres,Central Down Town,Undirected,1
Golden Acres,Passmore Town,Undirected,1
Golden Acres,Rollington Town,Undirected,1
Bridgeport,Copse,Undirected,1
Bridgeport,East Down Town,Undirected,1
Bridgeport,Denham Town,Undirected,1
Bridgeport,Central Down Town,Undirected,1
Bridgeport,Passmore Town,Undirected,1
Bridgeport,Rollington Town,Undirected,1
Gregory Park,Copse,Undirected,1
Gregory Park,East Down Town,Undirected,1
Gregory Park,Denham Town,Undirected,1
Gregory Park,Central Down Town,Undirected,1
Gregory Park,Passmore Town,Undirected,1
Gregory Park,Rollington Town,Undirected,1
Old Harbour Road,Copse,Undirected,1
Old Harbour Road,East Down Town,Undirected,1
Old Harbour Road,Denham Town,Undirected,1
Old Harbour Road,Central Down Town,Undirected,1
Old Harbour Road,Passmore Town,Undirected,1
Old Harbour Road,Rollington Town,Undirected,1
Central Village,Copse,Undirected,1
Central Village,East Down Town,Undirected,1
Central Village,Denham Town,Undirected,1
Central Village,Central Down Town,Undirected,1
Central Village,Passmore Town,Undirected,1
Central Village,Rollington Town,Undirected,1
Kitson Town,Grantham,Undirected,1
Kitson Town,Mineral Heights,Undirected,1
Kitson Town,May Pen Proper,Undirected,1
Kitson Town,Denham Town,Undirected,1
Waterford,Copse,Undirected,1
Waterford,East Down Town,Undirected,1
Waterford,Denham Town,Undirected,1
Waterford,Central Down Town,Undirected,1
Waterford,Passmore Town,Undirected,1
Waterford,Rollington Town,Undirected,1
Keystone,Copse,Undirected,1
Keystone,East Down Town,Undirected,1
Keystone,Denham Town,Undirected,1
Keystone,Central Down Town,Undirected,1
Keystone,Passmore Town,Undirected,1
Keystone,Rollington Town,Undirected,1
Troja,Denham Town,Undirected,1
Troja,Central Down Town,Undirected,1
Troja,Kingston Gardens,Undirected,1
Troja,Seaward Pen,Undirected,1
Troja,Norbrook,Undirected,1
Troja,Lawrence Tavern,Undirected,1
Crescent,Copse,Undirected,1
Crescent,East Down Town,Undirected,1
Crescent,Denham Town,Undirected,1
Crescent,Central Down Town,Undirected,1
Crescent,Passmore Town,Undirected,1
Crescent,West Down Town,Undirected,1
St. John's West,Grantham,Undirected,1
St. John's West,Mineral Heights,Undirected,1
St. John's West,May Pen Proper,Undirected,1
St. John's West,Denham Town,Undirected,1
Cumberland,Copse,Undirected,1
Cumberland,East Down Town,Undirected,1
Cumberland,Denham Town,Undirected,1
Cumberland,Central Down Town,Undirected,1
Cumberland,Passmore Town,Undirected,1
Cumberland,Rollington Town,Undirected,1
Passage Fort,Copse,Undirected,1
Passage Fort,East Down Town,Undirected,1
Passage Fort,Denham Town,Undirected,1
Passage Fort,Central Down Town,Undirected,1
Passage Fort,Passmore Town,Undirected,1
Passage Fort,Rollington Town,Undirected,1
Edgewater,Copse,Undirected,1
Edgewater,East Down Town,Undirected,1
Edgewater,Denham Town,Undirected,1
Edgewater,Central Down Town,Undirected,1
Edgewater,Passmore Town,Undirected,1
Edgewater,Rollington Town,Undirected,1
Independence City,Copse,Undirected,1
Independence City,East Down Town,Undirected,1
Independence City,Denham Town,Undirected,1
Independence City,Central Down Town,Undirected,1
Independence City,Passmore Town,Undirected,1
Independence City,Rollington Town,Undirected,1
Glengoffe,Copse,Undirected,1
Glengoffe,East Down Town,Undirected,1
Glengoffe,Denham Town,Undirected,1
Glengoffe,Central Down Town,Undirected,1
Glengoffe,Passmore Town,Undirected,1
Glengoffe,Rollington Town,Undirected,1
Treasure Beach,Bigwoods,Undirected,1
Treasure Beach,Slipe,Undirected,1
Treasure Beach,Rose Hall,Undirected,1
Treasure Beach,Junction,Undirected,1
Treasure Beach,Braes River,Undirected,1
Treasure Beach,Goshen,Undirected,1
Bigwoods,Hatfield,Undirected,1
Bigwoods,Newport,Undirected,1
Bigwoods,Knockpatrick,Undirected,1
Thornton,Slipe,Undirected,1
Thornton,Pisgah,Undirected,1
Thornton,Braes River,Undirected,1
Thornton,Goshen,Undirected,1
Thornton,Leeds,Undirected,1
Thornton,Giddy Hall,Undirected,1
Slipe,Treasure Beach,Undirected,1
Slipe,Bigwoods,Undirected,1
Slipe,Thornton,Undirected,1
Slipe,Rose Hall,Undirected,1
Rose Hall,Hatfield,Undirected,1
Rose Hall,Newport,Undirected,1
Rose Hall,Knockpatrick,Undirected,1
Rose Hall,New Green,Undirected,1
Junction,Hatfield,Undirected,1
Junction,Newport,Undirected,1
Junction,Knockpatrick,Undirected,1
Junction,New Green,Undirected,1
Junction,Royal Flat,Undirected,1
Pisgah,Ramble,Undirected,1
Pisgah,Mount Peto,Undirected,1
Pisgah,Chester Castle,Undirected,1
Pisgah,Thornton,Undirected,1
Pisgah,Slipe,Undirected,1
Braes River,Hatfield,Undirected,1
Braes River,Newport,Undirected,1
Braes River,Knockpatrick,Undirected,1
Braes River,New Green,Undirected,1
Goshen,Hatfield,Undirected,1
Goshen,Knockpatrick,Undirected,1
Goshen,New Green,Undirected,1
Goshen,Royal Flat,Undirected,1
Ballards  Valley,Hatfield,Undirected,1
Ballards  Valley,Newport,Undirected,1
Ballards  Valley,Knockpatrick,Undirected,1
Ballards  Valley,New Green,Undirected,1
Ballards  Valley,Royal Flat,Undirected,1
Ballards  Valley,Treasure Beach,Undirected,1
Pedro Plains,Newport,Undirected,1
Pedro Plains,Treasure Beach,Undirected,1
