Source,Target,Type,Weight
Norwich,Port Antonio,Undirected,1
Norwich,Snow Hill,Undirected,1
Mona Heights,Above Rocks,Undirected,1
Mona Heights,Constant Spring,Undirected,1
Mona Heights,Easington,Undirected,1
Mona Heights,Gordon Town,Undirected,1
Mona Heights,Kingston,Undirected,1
Seaward Pen,Above Rocks,Undirected,1
Seaward Pen,Bog Walk,Undirected,1
Seaward Pen,Constant Spring,Undirected,1
Seaward Pen,Gordon Town,Undirected,1
Seaward Pen,Kingston,Undirected,1
Bull Bay/ Seven Mile,Constant Spring,Undirected,1
Bull Bay/ Seven Mile,Easington,Undirected,1
Bull Bay/ Seven Mile,Gordon Town,Undirected,1
Bull Bay/ Seven Mile,Kingston,Undirected,1
Bull Bay/ Seven Mile,Mavis Bank,Undirected,1
Delacree Park/ Union Gardens,Above Rocks,Undirected,1
Delacree Park/ Union Gardens,Bog Walk,Undirected,1
Delacree Park/ Union Gardens,Constant Spring,Undirected,1
Delacree Park/ Union Gardens,Easington,Undirected,1
Delacree Park/ Union Gardens,Gordon Town,Undirected,1
University,Above Rocks,Undirected,1
University,Constant Spring,Undirected,1
University,Easington,Undirected,1
University,Gordon Town,Undirected,1
University,Kingston,Undirected,1
Harbour View,Above Rocks,Undirected,1
Harbour View,Constant Spring,Undirected,1
Harbour View,Easington,Undirected,1
Harbour View,Gordon Town,Undirected,1
Harbour View,Kingston,Undirected,1
Red Hills (Rural),Above Rocks,Undirected,1
Red Hills (Rural),Bog Walk,Undirected,1
Red Hills (Rural),Constant Spring,Undirected,1
Red Hills (Rural),Gordon Town,Undirected,1
Red Hills (Rural),Kingston,Undirected,1
Norbrook,Above Rocks,Undirected,1
Norbrook,Annotto Bay,Undirected,1
Norbrook,Buff Bay,Undirected,1
Norbrook,Constant Spring,Undirected,1
Norbrook,Easington,Undirected,1
Lawrence Tavern,Above Rocks,Undirected,1
Lawrence Tavern,Annotto Bay,Undirected,1
Lawrence Tavern,Bog Walk,Undirected,1
Lawrence Tavern,Buff Bay,Undirected,1
Lawrence Tavern,Constant Spring,Undirected,1
Delacree Pen,Above Rocks,Undirected,1
Delacree Pen,Bog Walk,Undirected,1
Delacree Pen,Constant Spring,Undirected,1
Delacree Pen,Easington,Undirected,1
Delacree Pen,Gordon Town,Undirected,1
Greenwich Town/ Newport West,Above Rocks,Undirected,1
Greenwich Town/ Newport West,Constant Spring,Undirected,1
Greenwich Town/ Newport West,Easington,Undirected,1
Greenwich Town/ Newport West,Gordon Town,Undirected,1
Greenwich Town/ Newport West,Kingston,Undirected,1
Tower Hill,Above Rocks,Undirected,1
Tower Hill,Bog Walk,Undirected,1
Tower Hill,Constant Spring,Undirected,1
Tower Hill,Gordon Town,Undirected,1
Tower Hill,Kingston,Undirected,1
Trench Town,Above Rocks,Undirected,1
Trench Town,Constant Spring,Undirected,1
Trench Town,Easington,Undirected,1
Trench Town,Gordon Town,Undirected,1
Trench Town,Kingston,Undirected,1
Waterhouse,Above Rocks,Undirected,1
Waterhouse,Bog Walk,Undirected,1
Waterhouse,Constant Spring,Undirected,1
Waterhouse,Gordon Town,Undirected,1
Waterhouse,Kingston,Undirected,1
Grants Pen,Above Rocks,Undirected,1
Grants Pen,Constant Spring,Undirected,1
Grants Pen,Easington,Undirected,1
Grants Pen,Gordon Town,Undirected,1
Grants Pen,Kingston,Undirected,1
Whitehall,Above Rocks,Undirected,1
Whitehall,Bog Walk,Undirected,1
Whitehall,Constant Spring,Undirected,1
Whitehall,Gordon Town,Undirected,1
Whitehall,Kingston,Undirected,1
Havendale,Above Rocks,Undirected,1
Havendale,Annotto Bay,Undirected,1
Havendale,Bog Walk,Undirected,1
Havendale,Buff Bay,Undirected,1
Havendale,Constant Spring,Undirected,1
Barbican,Above Rocks,Undirected,1
Barbican,Constant Spring,Undirected,1
Barbican,Easington,Undirected,1
Barbican,Gordon Town,Undirected,1
Barbican,Kingston,Undirected,1
Cavaliers,Above Rocks,Undirected,1
Cavaliers,Annotto Bay,Undirected,1
Cavaliers,Bog Walk,Undirected,1
Cavaliers,Buff Bay,Undirected,1
Cavaliers,Constant Spring,Undirected,1
Roehampton,Above Rocks,Undirected,1
Roehampton,Bog Walk,Undirected,1
Roehampton,Constant Spring,Undirected,1
Roehampton,Gordon Town,Undirected,1
Roehampton,Kingston,Undirected,1
Cross Roads,Above Rocks,Undirected,1
Cross Roads,Constant Spring,Undirected,1
Cross Roads,Easington,Undirected,1
Cross Roads,Gordon Town,Undirected,1
Cross Roads,Kingston,Undirected,1
Pembroke Hall,Above Rocks,Undirected,1
Pembroke Hall,Bog Walk,Undirected,1
Pembroke Hall,Constant Spring,Undirected,1
Pembroke Hall,Gordon Town,Undirected,1
Pembroke Hall,Kingston,Undirected,1
Kencot,Above Rocks,Undirected,1
Kencot,Constant Spring,Undirected,1
Kencot,Easington,Undirected,1
Kencot,Gordon Town,Undirected,1
Kencot,Kingston,Undirected,1
Vineyard Town,Above Rocks,Undirected,1
Vineyard Town,Constant Spring,Undirected,1
Vineyard Town,Easington,Undirected,1
Vineyard Town,Gordon Town,Undirected,1
Vineyard Town,Kingston,Undirected,1
Hope Tavern,Above Rocks,Undirected,1
Hope Tavern,Buff Bay,Undirected,1
Hope Tavern,Constant Spring,Undirected,1
Hope Tavern,Easington,Undirected,1
Hope Tavern,Gordon Town,Undirected,1
Drewsland,Above Rocks,Undirected,1
Drewsland,Bog Walk,Undirected,1
Drewsland,Constant Spring,Undirected,1
Drewsland,Gordon Town,Undirected,1
Drewsland,Kingston,Undirected,1
Beverley Hills,Above Rocks,Undirected,1
Beverley Hills,Constant Spring,Undirected,1
Beverley Hills,Easington,Undirected,1
Beverley Hills,Gordon Town,Undirected,1
Beverley Hills,Kingston,Undirected,1
Patrick City,Above Rocks,Undirected,1
Patrick City,Bog Walk,Undirected,1
Patrick City,Constant Spring,Undirected,1
Patrick City,Gordon Town,Undirected,1
Patrick City,Kingston,Undirected,1
Liguanea,Above Rocks,Undirected,1
Liguanea,Constant Spring,Undirected,1
Liguanea,Easington,Undirected,1
Liguanea,Gordon Town,Undirected,1
Liguanea,Kingston,Undirected,1
Hermitage,Above Rocks,Undirected,1
Hermitage,Constant Spring,Undirected,1
Hermitage,Easington,Undirected,1
Hermitage,Gordon Town,Undirected,1
Hermitage,Kingston,Undirected,1
Kintyre,Above Rocks,Undirected,1
Kintyre,Constant Spring,Undirected,1
Kintyre,Easington,Undirected,1
Kintyre,Gordon Town,Undirected,1
Kintyre,Kingston,Undirected,1
Cassia Park,Above Rocks,Undirected,1
Cassia Park,Bog Walk,Undirected,1
Cassia Park,Constant Spring,Undirected,1
Cassia Park,Easington,Undirected,1
Cassia Park,Gordon Town,Undirected,1
Three Oaks/ Glendale,Above Rocks,Undirected,1
Three Oaks/ Glendale,Bog Walk,Undirected,1
Three Oaks/ Glendale,Constant Spring,Undirected,1
Three Oaks/ Glendale,Gordon Town,Undirected,1
Three Oaks/ Glendale,Kingston,Undirected,1
Whitfield Town,Above Rocks,Undirected,1
Whitfield Town,Constant Spring,Undirected,1
Whitfield Town,Easington,Undirected,1
Whitfield Town,Gordon Town,Undirected,1
Whitfield Town,Kingston,Undirected,1
Cherry Gardens,Above Rocks,Undirected,1
Cherry Gardens,Buff Bay,Undirected,1
Cherry Gardens,Constant Spring,Undirected,1
Cherry Gardens,Easington,Undirected,1
Cherry Gardens,Gordon Town,Undirected,1
Half-Way-Tree,Above Rocks,Undirected,1
Half-Way-Tree,Constant Spring,Undirected,1
Half-Way-Tree,Easington,Undirected,1
Half-Way-Tree,Gordon Town,Undirected,1
Half-Way-Tree,Kingston,Undirected,1
Boucher Park,Above Rocks,Undirected,1
Boucher Park,Annotto Bay,Undirected,1
Boucher Park,Buff Bay,Undirected,1
Boucher Park,Constant Spring,Undirected,1
Boucher Park,Easington,Undirected,1
Molynes Four Roads,Above Rocks,Undirected,1
Molynes Four Roads,Constant Spring,Undirected,1
Molynes Four Roads,Easington,Undirected,1
Molynes Four Roads,Gordon Town,Undirected,1
Molynes Four Roads,Kingston,Undirected,1
Hope Pastures/ UTECH,Above Rocks,Undirected,1
Hope Pastures/ UTECH,Buff Bay,Undirected,1
Hope Pastures/ UTECH,Constant Spring,Undirected,1
Hope Pastures/ UTECH,Easington,Undirected,1
Hope Pastures/ UTECH,Gordon Town,Undirected,1
Eastwood Park Gardens,Above Rocks,Undirected,1
Eastwood Park Gardens,Constant Spring,Undirected,1
Eastwood Park Gardens,Easington,Undirected,1
Eastwood Park Gardens,Gordon Town,Undirected,1
Eastwood Park Gardens,Kingston,Undirected,1
August Town,Above Rocks,Undirected,1
August Town,Constant Spring,Undirected,1
August Town,Easington,Undirected,1
August Town,Gordon Town,Undirected,1
August Town,Kingston,Undirected,1
Golden Spring,Above Rocks,Undirected,1
Golden Spring,Annotto Bay,Undirected,1
Golden Spring,Bog Walk,Undirected,1
Golden Spring,Buff Bay,Undirected,1
Golden Spring,Constant Spring,Undirected,1
Cockburn Gardens,Above Rocks,Undirected,1
Cockburn Gardens,Bog Walk,Undirected,1
Cockburn Gardens,Constant Spring,Undirected,1
Cockburn Gardens,Gordon Town,Undirected,1
Cockburn Gardens,Kingston,Undirected,1
Molynes Gardens,Above Rocks,Undirected,1
Molynes Gardens,Bog Walk,Undirected,1
Molynes Gardens,Constant Spring,Undirected,1
Molynes Gardens,Gordon Town,Undirected,1
Molynes Gardens,Kingston,Undirected,1
Duhaney Park,Above Rocks,Undirected,1
Duhaney Park,Bog Walk,Undirected,1
Duhaney Park,Constant Spring,Undirected,1
Duhaney Park,Gordon Town,Undirected,1
Duhaney Park,Kingston,Undirected,1
Oaklands,Above Rocks,Undirected,1
Oaklands,Bog Walk,Undirected,1
Oaklands,Constant Spring,Undirected,1
Oaklands,Easington,Undirected,1
Oaklands,Gordon Town,Undirected,1
Hughenden,Above Rocks,Undirected,1
Hughenden,Bog Walk,Undirected,1
Hughenden,Constant Spring,Undirected,1
Hughenden,Gordon Town,Undirected,1
Hughenden,Kingston,Undirected,1
Marverley,Above Rocks,Undirected,1
Marverley,Bog Walk,Undirected,1
Marverley,Constant Spring,Undirected,1
Marverley,Easington,Undirected,1
Marverley,Gordon Town,Undirected,1
Richmond Park,Above Rocks,Undirected,1
Richmond Park,Bog Walk,Undirected,1
Richmond Park,Constant Spring,Undirected,1
Richmond Park,Easington,Undirected,1
Richmond Park,Gordon Town,Undirected,1
Forest Hills/ Plantation Height,Above Rocks,Undirected,1
Forest Hills/ Plantation Height,Bog Walk,Undirected,1
Forest Hills/ Plantation Height,Constant Spring,Undirected,1
Forest Hills/ Plantation Height,Gordon Town,Undirected,1
Forest Hills/ Plantation Height,Kingston,Undirected,1
Jones Town,Above Rocks,Undirected,1
Jones Town,Constant Spring,Undirected,1
Jones Town,Easington,Undirected,1
Jones Town,Gordon Town,Undirected,1
Jones Town,Kingston,Undirected,1
Arlene Gardens,Above Rocks,Undirected,1
Arlene Gardens,Bog Walk,Undirected,1
Arlene Gardens,Constant Spring,Undirected,1
Arlene Gardens,Gordon Town,Undirected,1
Arlene Gardens,Kingston,Undirected,1
Queensborough/ Tunbridge,Above Rocks,Undirected,1
Queensborough/ Tunbridge,Bog Walk,Undirected,1
Queensborough/ Tunbridge,Constant Spring,Undirected,1
Queensborough/ Tunbridge,Gordon Town,Undirected,1
Queensborough/ Tunbridge,Kingston,Undirected,1
Mountain View Gardens,Above Rocks,Undirected,1
Mountain View Gardens,Constant Spring,Undirected,1
Mountain View Gardens,Easington,Undirected,1
Mountain View Gardens,Gordon Town,Undirected,1
Mountain View Gardens,Kingston,Undirected,1
Zaidie Gardens,Above Rocks,Undirected,1
Zaidie Gardens,Bog Walk,Undirected,1
Zaidie Gardens,Constant Spring,Undirected,1
Zaidie Gardens,Gordon Town,Undirected,1
Zaidie Gardens,Kingston,Undirected,1
Trafalgar Park,Above Rocks,Undirected,1
Trafalgar Park,Constant Spring,Undirected,1
Trafalgar Park,Easington,Undirected,1
Trafalgar Park,Gordon Town,Undirected,1
Trafalgar Park,Kingston,Undirected,1
Washington Gardens,Above Rocks,Undirected,1
Washington Gardens,Bog Walk,Undirected,1
Washington Gardens,Constant Spring,Undirected,1
Washington Gardens,Gordon Town,Undirected,1
Washington Gardens,Kingston,Undirected,1
Drumblair,Above Rocks,Undirected,1
Drumblair,Constant Spring,Undirected,1
Drumblair,Easington,Undirected,1
Drumblair,Gordon Town,Undirected,1
Drumblair,Kingston,Undirected,1
Waltham Gardens,Above Rocks,Undirected,1
Waltham Gardens,Bog Walk,Undirected,1
Waltham Gardens,Constant Spring,Undirected,1
Waltham Gardens,Easington,Undirected,1
Waltham Gardens,Gordon Town,Undirected,1
Woodford Park,Above Rocks,Undirected,1
Woodford Park,Constant Spring,Undirected,1
Woodford Park,Easington,Undirected,1
Woodford Park,Gordon Town,Undirected,1
Woodford Park,Kingston,Undirected,1
Papine,Above Rocks,Undirected,1
Papine,Constant Spring,Undirected,1
Papine,Easington,Undirected,1
Papine,Gordon Town,Undirected,1
Papine,Kingston,Undirected,1
Bloxborough,Above Rocks,Undirected,1
Bloxborough,Annotto Bay,Undirected,1
Bloxborough,Buff Bay,Undirected,1
Bloxborough,Constant Spring,Undirected,1
Bloxborough,Easington,Undirected,1
Parry Town,Bamboo,Undirected,1
Parry Town,Claremont,Undirected,1
Parry Town,Ewarton,Undirected,1
Parry Town,Gayle,Undirected,1
Parry Town,Guy's Hill,Undirected,1
Discovery Bay,Albert Town,Undirected,1
Discovery Bay,Alexandria,Undirected,1
Discovery Bay,Bamboo,Undirected,1
Discovery Bay,Brown's Town,Undirected,1
Discovery Bay,Cave Valley,Undirected,1
Browns Town,Albert Town,Undirected,1
Browns Town,Alexandria,Undirected,1
Browns Town,Bamboo,Undirected,1
Browns Town,Brown's Town,Undirected,1
Browns Town,Cave Valley,Undirected,1
Macknie,Alexandria,Undirected,1
Macknie,Bamboo,Undirected,1
Macknie,Cave Valley,Undirected,1
Macknie,Chapelton,Undirected,1
Macknie,Claremont,Undirected,1
Hinds Town,Alexandria,Undirected,1
Hinds Town,Bamboo,Undirected,1
Hinds Town,Brown's Town,Undirected,1
Hinds Town,Cave Valley,Undirected,1
Hinds Town,Claremont,Undirected,1
Exchange,Bamboo,Undirected,1
Exchange,Claremont,Undirected,1
Exchange,Gayle,Undirected,1
Exchange,Guy's Hill,Undirected,1
Exchange,Highgate,Undirected,1
Steer Town,Alexandria,Undirected,1
Steer Town,Bamboo,Undirected,1
Steer Town,Brown's Town,Undirected,1
Steer Town,Claremont,Undirected,1
Steer Town,Discovery Bay (Dry Harbour),Undirected,1
St. Ann's Bay,Alexandria,Undirected,1
St. Ann's Bay,Bamboo,Undirected,1
St. Ann's Bay,Brown's Town,Undirected,1
St. Ann's Bay,Claremont,Undirected,1
St. Ann's Bay,Discovery Bay (Dry Harbour),Undirected,1
Priory,Alexandria,Undirected,1
Priory,Bamboo,Undirected,1
Priory,Brown's Town,Undirected,1
Priory,Cave Valley,Undirected,1
Priory,Claremont,Undirected,1
Philadelphia,Alexandria,Undirected,1
Philadelphia,Bamboo,Undirected,1
Philadelphia,Brown's Town,Undirected,1
Philadelphia,Cave Valley,Undirected,1
Philadelphia,Claremont,Undirected,1
York Castle,Albert Town,Undirected,1
York Castle,Alexandria,Undirected,1
York Castle,Bamboo,Undirected,1
York Castle,Brown's Town,Undirected,1
York Castle,Cave Valley,Undirected,1
Lime Hall,Alexandria,Undirected,1
Lime Hall,Bamboo,Undirected,1
Lime Hall,Brown's Town,Undirected,1
Lime Hall,Cave Valley,Undirected,1
Lime Hall,Claremont,Undirected,1
Cole Gate,Bamboo,Undirected,1
Cole Gate,Claremont,Undirected,1
Cole Gate,Ewarton,Undirected,1
Cole Gate,Gayle,Undirected,1
Cole Gate,Guy's Hill,Undirected,1
Braeton,Above Rocks,Undirected,1
Braeton,Bog Walk,Undirected,1
Braeton,Constant Spring,Undirected,1
Braeton,Gordon Town,Undirected,1
Braeton,Kingston,Undirected,1
Spanish Town Central,Above Rocks,Undirected,1
Spanish Town Central,Bog Walk,Undirected,1
Spanish Town Central,Constant Spring,Undirected,1
Spanish Town Central,Ewarton,Undirected,1
Spanish Town Central,Kingston,Undirected,1
Cromarty,Above Rocks,Undirected,1
Cromarty,Bog Walk,Undirected,1
Cromarty,Constant Spring,Undirected,1
Cromarty,Ewarton,Undirected,1
Cromarty,Kingston,Undirected,1
Hellshire,Above Rocks,Undirected,1
Hellshire,Constant Spring,Undirected,1
Hellshire,Kingston,Undirected,1
Hellshire,Old Harbour,Undirected,1
Hellshire,Old Harbour Bay,Undirected,1
Greater Portmore,Above Rocks,Undirected,1
Greater Portmore,Bog Walk,Undirected,1
Greater Portmore,Constant Spring,Undirected,1
Greater Portmore,Gordon Town,Undirected,1
Greater Portmore,Kingston,Undirected,1
Bogwalk,Above Rocks,Undirected,1
Bogwalk,Bog Walk,Undirected,1
Bogwalk,Constant Spring,Undirected,1
Bogwalk,Croft's Hill,Undirected,1
Bogwalk,Ewarton,Undirected,1
Hampton Green,Above Rocks,Undirected,1
Hampton Green,Bog Walk,Undirected,1
Hampton Green,Constant Spring,Undirected,1
Hampton Green,Ewarton,Undirected,1
Hampton Green,Kingston,Undirected,1
Sligoville,Above Rocks,Undirected,1
Sligoville,Bog Walk,Undirected,1
Sligoville,Constant Spring,Undirected,1
Sligoville,Ewarton,Undirected,1
Sligoville,Guy's Hill,Undirected,1
Greendale,Above Rocks,Undirected,1
Greendale,Bog Walk,Undirected,1
Greendale,Constant Spring,Undirected,1
Greendale,Ewarton,Undirected,1
Greendale,Kingston,Undirected,1
Ensom,Above Rocks,Undirected,1
Ensom,Bog Walk,Undirected,1
Ensom,Constant Spring,Undirected,1
Ensom,Ewarton,Undirected,1
Ensom,Kingston,Undirected,1
Naggo Head,Above Rocks,Undirected,1
Naggo Head,Bog Walk,Undirected,1
Naggo Head,Constant Spring,Undirected,1
Naggo Head,Gordon Town,Undirected,1
Naggo Head,Kingston,Undirected,1
Willowdene,Above Rocks,Undirected,1
Willowdene,Bog Walk,Undirected,1
Willowdene,Constant Spring,Undirected,1
Willowdene,Ewarton,Undirected,1
Willowdene,Kingston,Undirected,1
Golden Acres,Above Rocks,Undirected,1
Golden Acres,Bog Walk,Undirected,1
Golden Acres,Constant Spring,Undirected,1
Golden Acres,Ewarton,Undirected,1
Golden Acres,Kingston,Undirected,1
Bridgeport,Above Rocks,Undirected,1
Bridgeport,Bog Walk,Undirected,1
Bridgeport,Constant Spring,Undirected,1
Bridgeport,Gordon Town,Undirected,1
Bridgeport,Kingston,Undirected,1
Gregory Park,Above Rocks,Undirected,1
Gregory Park,Bog Walk,Undirected,1
Gregory Park,Constant Spring,Undirected,1
Gregory Park,Gordon Town,Undirected,1
Gregory Park,Kingston,Undirected,1
Old Harbour Road,Above Rocks,Undirected,1
Old Harbour Road,Bog Walk,Undirected,1
Old Harbour Road,Constant Spring,Undirected,1
Old Harbour Road,Ewarton,Undirected,1
Old Harbour Road,Kingston,Undirected,1
Central Village,Above Rocks,Undirected,1
Central Village,Bog Walk,Undirected,1
Central Village,Constant Spring,Undirected,1
Central Village,Gordon Town,Undirected,1
Central Village,Kingston,Undirected,1
Kitson Town,Above Rocks,Undirected,1
Kitson Town,Bog Walk,Undirected,1
Kitson Town,Chapelton,Undirected,1
Kitson Town,Croft's Hill,Undirected,1
Kitson Town,Ewarton,Undirected,1
Waterford,Above Rocks,Undirected,1
Waterford,Bog Walk,Undirected,1
Waterford,Constant Spring,Undirected,1
Waterford,Gordon Town,Undirected,1
Waterford,Kingston,Undirected,1
Keystone,Above Rocks,Undirected,1
Keystone,Bog Walk,Undirected,1
Keystone,Constant Spring,Undirected,1
Keystone,Ewarton,Undirected,1
Keystone,Kingston,Undirected,1
St. John's East,Above Rocks,Undirected,1
St. John's East,Bog Walk,Undirected,1
St. John's East,Constant Spring,Undirected,1
St. John's East,Ewarton,Undirected,1
St. John's East,Kingston,Undirected,1
Troja,Above Rocks,Undirected,1
Troja,Annotto Bay,Undirected,1
Troja,Bog Walk,Undirected,1
Troja,Constant Spring,Undirected,1
Troja,Ewarton,Undirected,1
Crescent,Above Rocks,Undirected,1
Crescent,Bog Walk,Undirected,1
Crescent,Constant Spring,Undirected,1
Crescent,Ewarton,Undirected,1
Crescent,Kingston,Undirected,1
St. John's West,Above Rocks,Undirected,1
St. John's West,Bog Walk,Undirected,1
St. John's West,Croft's Hill,Undirected,1
St. John's West,Ewarton,Undirected,1
St. John's West,Kingston,Undirected,1
Cumberland,Above Rocks,Undirected,1
Cumberland,Bog Walk,Undirected,1
Cumberland,Constant Spring,Undirected,1
Cumberland,Gordon Town,Undirected,1
Cumberland,Kingston,Undirected,1
Passage Fort,Above Rocks,Undirected,1
Passage Fort,Bog Walk,Undirected,1
Passage Fort,Constant Spring,Undirected,1
Passage Fort,Gordon Town,Undirected,1
Passage Fort,Kingston,Undirected,1
Edgewater,Above Rocks,Undirected,1
Edgewater,Bog Walk,Undirected,1
Edgewater,Constant Spring,Undirected,1
Edgewater,Gordon Town,Undirected,1
Edgewater,Kingston,Undirected,1
Independence City,Above Rocks,Undirected,1
Independence City,Bog Walk,Undirected,1
Independence City,Constant Spring,Undirected,1
Independence City,Gordon Town,Undirected,1
Independence City,Kingston,Undirected,1
Glengoffe,Above Rocks,Undirected,1
Glengoffe,Annotto Bay,Undirected,1
Glengoffe,Bog Walk,Undirected,1
Glengoffe,Buff Bay,Undirected,1
Glengoffe,Constant Spring,Undirected,1
Treasure Beach,Alligator Pond,Undirected,1
Treasure Beach,Black River,Undirected,1
Treasure Beach,Brompton,Undirected,1
Treasure Beach,Bull Savanna,Undirected,1
Treasure Beach,Lacovia,Undirected,1
Bigwoods,Alligator Pond,Undirected,1
Bigwoods,Black River,Undirected,1
Bigwoods,Brompton,Undirected,1
Bigwoods,Bull Savanna,Undirected,1
Bigwoods,Lacovia,Undirected,1
Thornton,Albert Town,Undirected,1
Thornton,Balaclava,Undirected,1
Thornton,Black River,Undirected,1
Thornton,Brompton,Undirected,1
Thornton,Cambridge,Undirected,1
Slipe,Balaclava,Undirected,1
Slipe,Black River,Undirected,1
Slipe,Brompton,Undirected,1
Slipe,Lacovia,Undirected,1
Slipe,Maggotty,Undirected,1
Rose Hall,Alligator Pond,Undirected,1
Rose Hall,Bull Savanna,Undirected,1
Rose Hall,Lacovia,Undirected,1
Rose Hall,Malvern,Undirected,1
Rose Hall,Mandeville,Undirected,1
Junction,Alligator Pond,Undirected,1
Junction,Bull Savanna,Undirected,1
Junction,Lacovia,Undirected,1
Junction,Malvern,Undirected,1
Junction,Mandeville,Undirected,1
Pisgah,Anchovy,Undirected,1
Pisgah,Balaclava,Undirected,1
Pisgah,Bethel Town,Undirected,1
Pisgah,Black River,Undirected,1
Pisgah,Bluefields,Undirected,1
Braes River,Alligator Pond,Undirected,1
Braes River,Balaclava,Undirected,1
Braes River,Black River,Undirected,1
Braes River,Bull Savanna,Undirected,1
Braes River,Christiana,Undirected,1
Goshen,Balaclava,Undirected,1
Goshen,Black River,Undirected,1
Goshen,Brompton,Undirected,1
Goshen,Bull Savanna,Undirected,1
Goshen,Christiana,Undirected,1
Ballards  Valley,Alligator Pond,Undirected,1
Ballards  Valley,Bull Savanna,Undirected,1
Ballards  Valley,Lacovia,Undirected,1
Ballards  Valley,Malvern,Undirected,1
Ballards  Valley,Mandeville,Undirected,1
Pedro Plains,Alligator Pond,Undirected,1
Pedro Plains,Black River,Undirected,1
Pedro Plains,Bull Savanna,Undirected,1
Pedro Plains,Lacovia,Undirected,1
Pedro Plains,Malvern,Undirected,1
Watchwell,Alligator Pond,Undirected,1
Watchwell,Black River,Undirected,1
Watchwell,Brompton,Undirected,1
Watchwell,Bull Savanna,Undirected,1
Watchwell,Lacovia,Undirected,1
Leeds,Alligator Pond,Undirected,1
Leeds,Balaclava,Undirected,1
Leeds,Black River,Undirected,1
Leeds,Brompton,Undirected,1
Leeds,Bull Savanna,Undirected,1
Giddy Hall,Balaclava,Undirected,1
Giddy Hall,Bethel Town,Undirected,1
Giddy Hall,Black River,Undirected,1
Giddy Hall,Bluefields,Undirected,1
Giddy Hall,Brompton,Undirected,1
Pepper,Alligator Pond,Undirected,1
Pepper,Balaclava,Undirected,1
Pepper,Black River,Undirected,1
Pepper,Bull Savanna,Undirected,1
Pepper,Christiana,Undirected,1
Middle Quarters,Balaclava,Undirected,1
Middle Quarters,Black River,Undirected,1
Middle Quarters,Bluefields,Undirected,1
Middle Quarters,Brompton,Undirected,1
Middle Quarters,Cambridge,Undirected,1
Top Hill,Alligator Pond,Undirected,1
Top Hill,Bull Savanna,Undirected,1
Top Hill,Lacovia,Undirected,1
Top Hill,Malvern,Undirected,1
Top Hill,Mandeville,Undirected,1
Lititz,Alligator Pond,Undirected,1
Lititz,Bull Savanna,Undirected,1
Lititz,Lacovia,Undirected,1
Lititz,Malvern,Undirected,1
Lititz,Mandeville,Undirected,1
Bull Savannah,Alligator Pond,Undirected,1
Bull Savannah,Bull Savanna,Undirected,1
Bull Savannah,Malvern,Undirected,1
Bull Savannah,Mandeville,Undirected,1
Bull Savannah,Nain,Undirected,1
Aberdeen,Albert Town,Undirected,1
Aberdeen,Balaclava,Undirected,1
Aberdeen,Black River,Undirected,1
Aberdeen,Cambridge,Undirected,1
Aberdeen,Christiana,Undirected,1
Red Bank,Alligator Pond,Undirected,1
Red Bank,Bull Savanna,Undirected,1
Red Bank,Lacovia,Undirected,1
Red Bank,Malvern,Undirected,1
Red Bank,Mandeville,Undirected,1
Holland,Balaclava,Undirected,1
Holland,Black River,Undirected,1
Holland,Brompton,Undirected,1
Holland,Lacovia,Undirected,1
Holland,Maggotty,Undirected,1
Brighton,Balaclava,Undirected,1
Brighton,Black River,Undirected,1
Brighton,Brompton,Undirected,1
Brighton,Christiana,Undirected,1
Brighton,Lacovia,Undirected,1
Hopeton,Above Rocks,Undirected,1
Hopeton,Bog Walk,Undirected,1
Hopeton,Constant Spring,Undirected,1
Hopeton,Gordon Town,Undirected,1
Hopeton,Kingston,Undirected,1
Newton,Balaclava,Undirected,1
Newton,Black River,Undirected,1
Newton,Brompton,Undirected,1
Newton,Christiana,Undirected,1
Newton,Coleyville,Undirected,1
West Green,Anchovy,Undirected,1
West Green,Bethel Town,Undirected,1
West Green,Cambridge,Undirected,1
West Green,Cascade,Undirected,1
West Green,Maroon Town,Undirected,1
Catherine Hall,Anchovy,Undirected,1
Catherine Hall,Bethel Town,Undirected,1
Catherine Hall,Cambridge,Undirected,1
Catherine Hall,Cascade,Undirected,1
Catherine Hall,Maroon Town,Undirected,1
Rose Heights,Anchovy,Undirected,1
Rose Heights,Bethel Town,Undirected,1
Rose Heights,Cambridge,Undirected,1
Rose Heights,Cascade,Undirected,1
Rose Heights,Falmouth,Undirected,1
Down Town Montego Bay,Anchovy,Undirected,1
Down Town Montego Bay,Bethel Town,Undirected,1
Down Town Montego Bay,Cambridge,Undirected,1
Down Town Montego Bay,Cascade,Undirected,1
Down Town Montego Bay,Falmouth,Undirected,1
Brandon Hill,Anchovy,Undirected,1
Brandon Hill,Bethel Town,Undirected,1
Brandon Hill,Cambridge,Undirected,1
Brandon Hill,Cascade,Undirected,1
Brandon Hill,Maroon Town,Undirected,1
Orange,Anchovy,Undirected,1
Orange,Bethel Town,Undirected,1
Orange,Cambridge,Undirected,1
Orange,Cascade,Undirected,1
Orange,Maroon Town,Undirected,1
Granville,Anchovy,Undirected,1
Granville,Bethel Town,Undirected,1
Granville,Cambridge,Undirected,1
Granville,Cascade,Undirected,1
Granville,Maroon Town,Undirected,1
Bogue,Anchovy,Undirected,1
Bogue,Bethel Town,Undirected,1
Bogue,Cambridge,Undirected,1
Bogue,Cascade,Undirected,1
