Source,Target,Type,Weight
Bogue,Darliston,Undirected,1
Pitfour,Anchovy,Undirected,1
Pitfour,Bethel Town,Undirected,1
Pitfour,Cambridge,Undirected,1
Pitfour,Cascade,Undirected,1
Pitfour,Darliston,Undirected,1
Norwood,Anchovy,Undirected,1
Norwood,Bethel Town,Undirected,1
Norwood,Cambridge,Undirected,1
Norwood,Cascade,Undirected,1
Norwood,Maroon Town,Undirected,1
Mount Salem,Anchovy,Undirected,1
Mount Salem,Bethel Town,Undirected,1
Mount Salem,Cambridge,Undirected,1
Mount Salem,Cascade,Undirected,1
Mount Salem,Maroon Town,Undirected,1
Albion,Anchovy,Undirected,1
Albion,Bethel Town,Undirected,1
Albion,Cambridge,Undirected,1
Albion,Cascade,Undirected,1
Albion,Maroon Town,Undirected,1
Flankers,Anchovy,Undirected,1
Flankers,Bethel Town,Undirected,1
Flankers,Cambridge,Undirected,1
Flankers,Cascade,Undirected,1
Flankers,Maroon Town,Undirected,1
Unity Hall,Anchovy,Undirected,1
Unity Hall,Bethel Town,Undirected,1
Unity Hall,Cambridge,Undirected,1
Unity Hall,Cascade,Undirected,1
Unity Hall,Darliston,Undirected,1
Dumfries,Anchovy,Undirected,1
Dumfries,Bethel Town,Undirected,1
Dumfries,Cambridge,Undirected,1
Dumfries,Clark's Town,Undirected,1
Dumfries,Falmouth,Undirected,1
John's Hall,Anchovy,Undirected,1
John's Hall,Bethel Town,Undirected,1
John's Hall,Cambridge,Undirected,1
John's Hall,Darliston,Undirected,1
John's Hall,Falmouth,Undirected,1
Catadupa,Anchovy,Undirected,1
Catadupa,Bethel Town,Undirected,1
Catadupa,Bluefields,Undirected,1
Catadupa,Brompton,Undirected,1
Catadupa,Cambridge,Undirected,1
Somerton,Anchovy,Undirected,1
Somerton,Bethel Town,Undirected,1
Somerton,Cambridge,Undirected,1
Somerton,Clark's Town,Undirected,1
Somerton,Falmouth,Undirected,1
Rose Mount Garden,Anchovy,Undirected,1
Rose Mount Garden,Bethel Town,Undirected,1
Rose Mount Garden,Cambridge,Undirected,1
Rose Mount Garden,Cascade,Undirected,1
Rose Mount Garden,Maroon Town,Undirected,1
Barrett Town,Anchovy,Undirected,1
Barrett Town,Cambridge,Undirected,1
Barrett Town,Falmouth,Undirected,1
Barrett Town,Maroon Town,Undirected,1
Barrett Town,Montego Bay,Undirected,1
Paradise,Anchovy,Undirected,1
Paradise,Bethel Town,Undirected,1
Paradise,Cambridge,Undirected,1
Paradise,Cascade,Undirected,1
Paradise,Maroon Town,Undirected,1
Lilliput,Anchovy,Undirected,1
Lilliput,Cambridge,Undirected,1
Lilliput,Clark's Town,Undirected,1
Lilliput,Falmouth,Undirected,1
Lilliput,Maroon Town,Undirected,1
Green Pond,Anchovy,Undirected,1
Green Pond,Bethel Town,Undirected,1
Green Pond,Cambridge,Undirected,1
Green Pond,Falmouth,Undirected,1
Green Pond,Maroon Town,Undirected,1
Glendevon,Anchovy,Undirected,1
Glendevon,Bethel Town,Undirected,1
Glendevon,Cambridge,Undirected,1
Glendevon,Cascade,Undirected,1
Glendevon,Maroon Town,Undirected,1
Welcome Hall,Anchovy,Undirected,1
Welcome Hall,Bethel Town,Undirected,1
Welcome Hall,Cambridge,Undirected,1
Welcome Hall,Darliston,Undirected,1
Welcome Hall,Falmouth,Undirected,1
Farm Heights,Anchovy,Undirected,1
Farm Heights,Bethel Town,Undirected,1
Farm Heights,Cambridge,Undirected,1
Farm Heights,Cascade,Undirected,1
Farm Heights,Falmouth,Undirected,1
Maldon,Anchovy,Undirected,1
Maldon,Bethel Town,Undirected,1
Maldon,Cambridge,Undirected,1
Maldon,Cascade,Undirected,1
Maldon,Maroon Town,Undirected,1
Retirement,Anchovy,Undirected,1
Retirement,Bethel Town,Undirected,1
Retirement,Cambridge,Undirected,1
Retirement,Cascade,Undirected,1
Retirement,Darliston,Undirected,1
Porto Bello,Anchovy,Undirected,1
Porto Bello,Bethel Town,Undirected,1
Porto Bello,Cambridge,Undirected,1
Porto Bello,Cascade,Undirected,1
Porto Bello,Falmouth,Undirected,1
Tangle River,Anchovy,Undirected,1
Tangle River,Bethel Town,Undirected,1
Tangle River,Cambridge,Undirected,1
Tangle River,Darliston,Undirected,1
Tangle River,Falmouth,Undirected,1
Flower Hill,Anchovy,Undirected,1
Flower Hill,Bethel Town,Undirected,1
Flower Hill,Cambridge,Undirected,1
Flower Hill,Falmouth,Undirected,1
Flower Hill,Maroon Town,Undirected,1
Salt Spring,Anchovy,Undirected,1
Salt Spring,Bethel Town,Undirected,1
Salt Spring,Cambridge,Undirected,1
Salt Spring,Cascade,Undirected,1
Salt Spring,Maroon Town,Undirected,1
Rosemount,Anchovy,Undirected,1
Rosemount,Bethel Town,Undirected,1
Rosemount,Cambridge,Undirected,1
Rosemount,Cascade,Undirected,1
Rosemount,Maroon Town,Undirected,1
Niagara,Anchovy,Undirected,1
Niagara,Balaclava,Undirected,1
Niagara,Bethel Town,Undirected,1
Niagara,Bluefields,Undirected,1
Niagara,Cambridge,Undirected,1
Coral Gardens,Anchovy,Undirected,1
Coral Gardens,Bethel Town,Undirected,1
Coral Gardens,Cambridge,Undirected,1
Coral Gardens,Falmouth,Undirected,1
Coral Gardens,Maroon Town,Undirected,1
Tucker,Anchovy,Undirected,1
Tucker,Bethel Town,Undirected,1
Tucker,Cambridge,Undirected,1
Tucker,Cascade,Undirected,1
Tucker,Falmouth,Undirected,1
Ironshore,Anchovy,Undirected,1
Ironshore,Bethel Town,Undirected,1
Ironshore,Cambridge,Undirected,1
Ironshore,Cascade,Undirected,1
Ironshore,Maroon Town,Undirected,1
Adelphi,Anchovy,Undirected,1
Adelphi,Bethel Town,Undirected,1
Adelphi,Cambridge,Undirected,1
Adelphi,Clark's Town,Undirected,1
Adelphi,Falmouth,Undirected,1
Montpelier,Anchovy,Undirected,1
Montpelier,Bethel Town,Undirected,1
Montpelier,Bluefields,Undirected,1
Montpelier,Cambridge,Undirected,1
Montpelier,Cascade,Undirected,1
Summer Hill,Anchovy,Undirected,1
Summer Hill,Cambridge,Undirected,1
Summer Hill,Falmouth,Undirected,1
Summer Hill,Maroon Town,Undirected,1
Summer Hill,Montego Bay,Undirected,1
Mount Carey,Anchovy,Undirected,1
Mount Carey,Bethel Town,Undirected,1
Mount Carey,Cambridge,Undirected,1
Mount Carey,Cascade,Undirected,1
Mount Carey,Darliston,Undirected,1
Reading,Anchovy,Undirected,1
Reading,Bethel Town,Undirected,1
Reading,Cambridge,Undirected,1
Reading,Cascade,Undirected,1
Reading,Darliston,Undirected,1
Irwin,Anchovy,Undirected,1
Irwin,Bethel Town,Undirected,1
Irwin,Cambridge,Undirected,1
Irwin,Cascade,Undirected,1
Irwin,Maroon Town,Undirected,1
Spot Valley,Anchovy,Undirected,1
Spot Valley,Cambridge,Undirected,1
Spot Valley,Falmouth,Undirected,1
Spot Valley,Maroon Town,Undirected,1
Spot Valley,Montego Bay,Undirected,1
Catherine Mount,Anchovy,Undirected,1
Catherine Mount,Bethel Town,Undirected,1
Catherine Mount,Cambridge,Undirected,1
Catherine Mount,Cascade,Undirected,1
Catherine Mount,Maroon Town,Undirected,1
Friendship,Anchovy,Undirected,1
Friendship,Bethel Town,Undirected,1
Friendship,Cambridge,Undirected,1
Friendship,Cascade,Undirected,1
Friendship,Maroon Town,Undirected,1
Montego Hill,Anchovy,Undirected,1
Montego Hill,Bethel Town,Undirected,1
Montego Hill,Cambridge,Undirected,1
Montego Hill,Cascade,Undirected,1
Montego Hill,Falmouth,Undirected,1
Flamstead,Anchovy,Undirected,1
Flamstead,Bethel Town,Undirected,1
Flamstead,Cambridge,Undirected,1
Flamstead,Darliston,Undirected,1
Flamstead,Maggotty,Undirected,1
Tower Hill/Moy Hall,Anchovy,Undirected,1
Tower Hill/Moy Hall,Bethel Town,Undirected,1
Tower Hill/Moy Hall,Cambridge,Undirected,1
Tower Hill/Moy Hall,Darliston,Undirected,1
Tower Hill/Moy Hall,Falmouth,Undirected,1
Castleton,Above Rocks,Undirected,1
Castleton,Annotto Bay,Undirected,1
Castleton,Bog Walk,Undirected,1
Castleton,Buff Bay,Undirected,1
Castleton,Constant Spring,Undirected,1
Galina,Annotto Bay,Undirected,1
Galina,Gayle,Undirected,1
Galina,Guy's Hill,Undirected,1
Galina,Highgate,Undirected,1
Galina,Islington,Undirected,1
Enfield,Above Rocks,Undirected,1
Enfield,Annotto Bay,Undirected,1
Enfield,Buff Bay,Undirected,1
Enfield,Constant Spring,Undirected,1
Enfield,Gordon Town,Undirected,1
Guys Hill,Above Rocks,Undirected,1
Guys Hill,Annotto Bay,Undirected,1
Guys Hill,Bog Walk,Undirected,1
Guys Hill,Claremont,Undirected,1
Guys Hill,Ewarton,Undirected,1
Martin,Above Rocks,Undirected,1
Martin,Annotto Bay,Undirected,1
Martin,Buff Bay,Undirected,1
Martin,Ewarton,Undirected,1
Martin,Gayle,Undirected,1
Epson,Above Rocks,Undirected,1
Epson,Annotto Bay,Undirected,1
Epson,Buff Bay,Undirected,1
Epson,Constant Spring,Undirected,1
Epson,Gordon Town,Undirected,1
Baileys Vale,Annotto Bay,Undirected,1
Baileys Vale,Gayle,Undirected,1
Baileys Vale,Guy's Hill,Undirected,1
Baileys Vale,Highgate,Undirected,1
Baileys Vale,Islington,Undirected,1
Clonmel,Above Rocks,Undirected,1
Clonmel,Annotto Bay,Undirected,1
Clonmel,Bog Walk,Undirected,1
Clonmel,Buff Bay,Undirected,1
Clonmel,Constant Spring,Undirected,1
Font Hill,Bath,Undirected,1
Font Hill,Easington,Undirected,1
Font Hill,Golden Grove,Undirected,1
Font Hill,Gordon Town,Undirected,1
Font Hill,Mavis Bank,Undirected,1
Duckenfield,Bath,Undirected,1
Duckenfield,Dalvey,Undirected,1
Duckenfield,Golden Grove,Undirected,1
Duckenfield,Manchioneal,Undirected,1
Duckenfield,Moore Town,Undirected,1
Church Corner,Bath,Undirected,1
Church Corner,Dalvey,Undirected,1
Church Corner,Easington,Undirected,1
Church Corner,Golden Grove,Undirected,1
Church Corner,Manchioneal,Undirected,1
Port Morant,Bath,Undirected,1
Port Morant,Dalvey,Undirected,1
Port Morant,Golden Grove,Undirected,1
Port Morant,Manchioneal,Undirected,1
Port Morant,Moore Town,Undirected,1
White Horses,Bath,Undirected,1
White Horses,Dalvey,Undirected,1
White Horses,Easington,Undirected,1
White Horses,Golden Grove,Undirected,1
White Horses,Moore Town,Undirected,1
Retreat,Bath,Undirected,1
Retreat,Dalvey,Undirected,1
Retreat,Easington,Undirected,1
Retreat,Golden Grove,Undirected,1
Retreat,Manchioneal,Undirected,1
Wilmington,Anchovy,Undirected,1
Wilmington,Bethel Town,Undirected,1
Wilmington,Cambridge,Undirected,1
Wilmington,Darliston,Undirected,1
Wilmington,Falmouth,Undirected,1
Barking Lodge,Bath,Undirected,1
Barking Lodge,Dalvey,Undirected,1
Barking Lodge,Golden Grove,Undirected,1
Barking Lodge,Manchioneal,Undirected,1
Barking Lodge,Moore Town,Undirected,1
Amity Hall,Bath,Undirected,1
Amity Hall,Dalvey,Undirected,1
Amity Hall,Golden Grove,Undirected,1
Amity Hall,Manchioneal,Undirected,1
Amity Hall,Moore Town,Undirected,1
Salt Marsh,Clark's Town,Undirected,1
Salt Marsh,Duncans,Undirected,1
Salt Marsh,Falmouth,Undirected,1
Salt Marsh,Maroon Town,Undirected,1
Salt Marsh,Montego Bay,Undirected,1
Bounty Hall,Albert Town,Undirected,1
Bounty Hall,Anchovy,Undirected,1
Bounty Hall,Cambridge,Undirected,1
Bounty Hall,Clark's Town,Undirected,1
Bounty Hall,Duncans,Undirected,1
Clarks Town,Albert Town,Undirected,1
Clarks Town,Alexandria,Undirected,1
Clarks Town,Brown's Town,Undirected,1
Clarks Town,Cave Valley,Undirected,1
Clarks Town,Clark's Town,Undirected,1
Deeside,Albert Town,Undirected,1
Deeside,Balaclava,Undirected,1
Deeside,Clark's Town,Undirected,1
Deeside,Coleyville,Undirected,1
Deeside,Duncans,Undirected,1
Bunkers Hill,Above Rocks,Undirected,1
Bunkers Hill,Annotto Bay,Undirected,1
Bunkers Hill,Bog Walk,Undirected,1
Bunkers Hill,Constant Spring,Undirected,1
Bunkers Hill,Ewarton,Undirected,1
Alps,Albert Town,Undirected,1
Alps,Alexandria,Undirected,1
Alps,Balaclava,Undirected,1
Alps,Brown's Town,Undirected,1
Alps,Cave Valley,Undirected,1
Duanvale,Albert Town,Undirected,1
Duanvale,Brown's Town,Undirected,1
Duanvale,Clark's Town,Undirected,1
Duanvale,Coleyville,Undirected,1
Duanvale,Discovery Bay (Dry Harbour),Undirected,1
Kinloss,Albert Town,Undirected,1
Kinloss,Alexandria,Undirected,1
Kinloss,Brown's Town,Undirected,1
Kinloss,Cave Valley,Undirected,1
Kinloss,Clark's Town,Undirected,1
Martha Brae,Albert Town,Undirected,1
Martha Brae,Clark's Town,Undirected,1
Martha Brae,Duncans,Undirected,1
Martha Brae,Falmouth,Undirected,1
Martha Brae,Maroon Town,Undirected,1
Sherwood Content,Albert Town,Undirected,1
Sherwood Content,Balaclava,Undirected,1
Sherwood Content,Clark's Town,Undirected,1
Sherwood Content,Coleyville,Undirected,1
Sherwood Content,Duncans,Undirected,1
Samuels Prospect,Albert Town,Undirected,1
Samuels Prospect,Balaclava,Undirected,1
Samuels Prospect,Clark's Town,Undirected,1
Samuels Prospect,Coleyville,Undirected,1
Samuels Prospect,Duncans,Undirected,1
Daniel Town,Albert Town,Undirected,1
Daniel Town,Clark's Town,Undirected,1
Daniel Town,Discovery Bay (Dry Harbour),Undirected,1
Daniel Town,Duncans,Undirected,1
Daniel Town,Falmouth,Undirected,1
Jackson Town,Albert Town,Undirected,1
Jackson Town,Alexandria,Undirected,1
Jackson Town,Bamboo,Undirected,1
Jackson Town,Brown's Town,Undirected,1
Jackson Town,Cave Valley,Undirected,1
Spicy Hill,Albert Town,Undirected,1
Spicy Hill,Brown's Town,Undirected,1
Spicy Hill,Clark's Town,Undirected,1
Spicy Hill,Discovery Bay (Dry Harbour),Undirected,1
Spicy Hill,Duncans,Undirected,1
Hampden,Anchovy,Undirected,1
Hampden,Cambridge,Undirected,1
Hampden,Clark's Town,Undirected,1
Hampden,Duncans,Undirected,1
Hampden,Falmouth,Undirected,1
Orange Hill,Anchovy,Undirected,1
Orange Hill,Bethel Town,Undirected,1
Orange Hill,Bluefields,Undirected,1
Orange Hill,Brompton,Undirected,1
Orange Hill,Cambridge,Undirected,1
Jerusalem,Cascade,Undirected,1
Jerusalem,Frome,Undirected,1
Jerusalem,Grange Hill,Undirected,1
Jerusalem,Hopewell,Undirected,1
Jerusalem,Little London,Undirected,1
Burnt Savannah,Anchovy,Undirected,1
Burnt Savannah,Bethel Town,Undirected,1
Burnt Savannah,Bluefields,Undirected,1
Burnt Savannah,Cambridge,Undirected,1
Burnt Savannah,Cascade,Undirected,1
Haddo,Anchovy,Undirected,1
Haddo,Bethel Town,Undirected,1
Haddo,Bluefields,Undirected,1
Haddo,Cambridge,Undirected,1
Haddo,Cascade,Undirected,1
Savannah-la-mar Business Dist.,Bethel Town,Undirected,1
Savannah-la-mar Business Dist.,Bluefields,Undirected,1
Savannah-la-mar Business Dist.,Cascade,Undirected,1
Savannah-la-mar Business Dist.,Darliston,Undirected,1
Savannah-la-mar Business Dist.,Frome,Undirected,1
Smithfield,Bethel Town,Undirected,1
Smithfield,Bluefields,Undirected,1
Smithfield,Cascade,Undirected,1
Smithfield,Darliston,Undirected,1
Smithfield,Frome,Undirected,1
Georges Plain,Bethel Town,Undirected,1
Georges Plain,Bluefields,Undirected,1
Georges Plain,Cascade,Undirected,1
Georges Plain,Darliston,Undirected,1
Georges Plain,Frome,Undirected,1
Fort Williams,Anchovy,Undirected,1
Fort Williams,Bethel Town,Undirected,1
Fort Williams,Bluefields,Undirected,1
Fort Williams,Cambridge,Undirected,1
Fort Williams,Cascade,Undirected,1
Paul Island,Cascade,Undirected,1
Paul Island,Frome,Undirected,1
Paul Island,Grange Hill,Undirected,1
Paul Island,Hopewell,Undirected,1
Paul Island,Little London,Undirected,1
Town Head,Anchovy,Undirected,1
Town Head,Bethel Town,Undirected,1
Town Head,Bluefields,Undirected,1
Town Head,Cascade,Undirected,1
Town Head,Darliston,Undirected,1
Hertford,Anchovy,Undirected,1
Hertford,Bethel Town,Undirected,1
Hertford,Bluefields,Undirected,1
Hertford,Cambridge,Undirected,1
Hertford,Cascade,Undirected,1
Shefield,Frome,Undirected,1
Shefield,Grange Hill,Undirected,1
Shefield,Hopewell,Undirected,1
Shefield,Little London,Undirected,1
Shefield,Lucea,Undirected,1
Truro,Bethel Town,Undirected,1
Truro,Bluefields,Undirected,1
Truro,Cascade,Undirected,1
Truro,Darliston,Undirected,1
Truro,Frome,Undirected,1
Strathbogie,Bethel Town,Undirected,1
Strathbogie,Bluefields,Undirected,1
Strathbogie,Cascade,Undirected,1
Strathbogie,Darliston,Undirected,1
Strathbogie,Frome,Undirected,1
Llandilo,Bethel Town,Undirected,1
Llandilo,Bluefields,Undirected,1
Llandilo,Cascade,Undirected,1
Llandilo,Darliston,Undirected,1
Llandilo,Frome,Undirected,1
Cave,Bethel Town,Undirected,1
Cave,Bluefields,Undirected,1
Cave,Brompton,Undirected,1
Cave,Cambridge,Undirected,1
Cave,Cascade,Undirected,1
Mount Airy,Frome,Undirected,1
Mount Airy,Grange Hill,Undirected,1
Mount Airy,Hopewell,Undirected,1
Mount Airy,Little London,Undirected,1
Mount Airy,Negril,Undirected,1
Delveland,Bluefields,Undirected,1
Delveland,Cascade,Undirected,1
Delveland,Frome,Undirected,1
Delveland,Grange Hill,Undirected,1
Delveland,Hopewell,Undirected,1
Mackfield,Bethel Town,Undirected,1
Mackfield,Bluefields,Undirected,1
Mackfield,Cascade,Undirected,1
Mackfield,Darliston,Undirected,1
Mackfield,Frome,Undirected,1
Gooden's River,Bethel Town,Undirected,1
Gooden's River,Bluefields,Undirected,1
Gooden's River,Cascade,Undirected,1
Gooden's River,Darliston,Undirected,1
Gooden's River,Frome,Undirected,1
Chantilly,Bethel Town,Undirected,1
Chantilly,Bluefields,Undirected,1
Chantilly,Cascade,Undirected,1
Chantilly,Darliston,Undirected,1
Chantilly,Frome,Undirected,1
Whithorn,Anchovy,Undirected,1
Whithorn,Bethel Town,Undirected,1
Whithorn,Bluefields,Undirected,1
Whithorn,Cambridge,Undirected,1
Whithorn,Cascade,Undirected,1
Broughton,Bluefields,Undirected,1
Broughton,Cascade,Undirected,1
Broughton,Frome,Undirected,1
Broughton,Grange Hill,Undirected,1
Broughton,Hopewell,Undirected,1
Whitehouse,Bethel Town,Undirected,1
Whitehouse,Black River,Undirected,1
Whitehouse,Bluefields,Undirected,1
Whitehouse,Brompton,Undirected,1
Whitehouse,Darliston,Undirected,1
Mount Stewart,Anchovy,Undirected,1
Mount Stewart,Bethel Town,Undirected,1
Mount Stewart,Bluefields,Undirected,1
Mount Stewart,Cambridge,Undirected,1
Mount Stewart,Cascade,Undirected,1
Seaton Crescent,Bethel Town,Undirected,1
Seaton Crescent,Bluefields,Undirected,1
Seaton Crescent,Cascade,Undirected,1
Seaton Crescent,Darliston,Undirected,1
Seaton Crescent,Frome,Undirected,1
Three Mile River,Bethel Town,Undirected,1
Three Mile River,Bluefields,Undirected,1
Three Mile River,Cascade,Undirected,1
Three Mile River,Darliston,Undirected,1
Three Mile River,Frome,Undirected,1
Cornwall Mountian,Anchovy,Undirected,1
Cornwall Mountian,Bethel Town,Undirected,1
Cornwall Mountian,Bluefields,Undirected,1
Cornwall Mountian,Cambridge,Undirected,1
Cornwall Mountian,Cascade,Undirected,1
Fullersfield,Bluefields,Undirected,1
Fullersfield,Cascade,Undirected,1
Fullersfield,Frome,Undirected,1
Fullersfield,Grange Hill,Undirected,1
Fullersfield,Hopewell,Undirected,1
