Source,Target,Type,Weight,Latitude,Longitude,Parish,Population
Harbour View,Central Down Town,Undirected,1,17.9523291,-76.7192221,Saint Andrew,
Harbour View,Passmore Town,Undirected,1,17.9523291,-76.7192221,Saint Andrew,
Red Hills (Rural),Copse,Undirected,1,18.058326,-76.85372,Saint Andrew,
Red Hills (Rural),East Down Town,Undirected,1,18.058326,-76.85372,Saint Andrew,
Red Hills (Rural),Denham Town,Undirected,1,18.058326,-76.85372,Saint Andrew,
Red Hills (Rural),Central Down Town,Undirected,1,18.058326,-76.85372,Saint Andrew,
Red Hills (Rural),Passmore Town,Undirected,1,18.058326,-76.85372,Saint Andrew,
Norbrook,Copse,Undirected,1,18.0554552,-76.782702,Saint Andrew,
Norbrook,East Down Town,Undirected,1,18.0554552,-76.782702,Saint Andrew,
Norbrook,Denham Town,Undirected,1,18.0554552,-76.782702,Saint Andrew,
Norbrook,Central Down Town,Undirected,1,18.0554552,-76.782702,Saint Andrew,
Norbrook,Passmore Town,Undirected,1,18.0554552,-76.782702,Saint Andrew,
Lawrence Tavern,Copse,Undirected,1,18.1279072,-76.8464094,Saint Andrew,
Lawrence Tavern,East Down Town,Undirected,1,18.1279072,-76.8464094,Saint Andrew,
Lawrence Tavern,Denham Town,Undirected,1,18.1279072,-76.8464094,Saint Andrew,
Lawrence Tavern,Central Down Town,Undirected,1,18.1279072,-76.8464094,Saint Andrew,
Lawrence Tavern,Passmore Town,Undirected,1,18.1279072,-76.8464094,Saint Andrew,
Delacree Pen,Copse,Undirected,1,17.9954951,-76.8187557,Saint Andrew,
Delacree Pen,East Down Town,Undirected,1,17.9954951,-76.8187557,Saint Andrew,
Delacree Pen,Denham Town,Undirected,1,17.9954951,-76.8187557,Saint Andrew,
Delacree Pen,Central Down Town,Undirected,1,17.9954951,-76.8187557,Saint Andrew,
Delacree Pen,Passmore Town,Undirected,1,17.9954951,-76.8187557,Saint Andrew,
Greenwich Town/ Newport West,Copse,Undirected,1,17.9675704,-76.8047372,Saint Andrew,
Greenwich Town/ Newport West,East Down Town,Undirected,1,17.9675704,-76.8047372,Saint Andrew,
Greenwich Town/ Newport West,Denham Town,Undirected,1,17.9675704,-76.8047372,Saint Andrew,
Greenwich Town/ Newport West,Central Down Town,Undirected,1,17.9675704,-76.8047372,Saint Andrew,
Greenwich Town/ Newport West,Passmore Town,Undirected,1,17.9675704,-76.8047372,Saint Andrew,
Tower Hill,Copse,Undirected,1,18.0104393,-76.829911,Saint Andrew,
Tower Hill,East Down Town,Undirected,1,18.0104393,-76.829911,Saint Andrew,
Tower Hill,Denham Town,Undirected,1,18.0104393,-76.829911,Saint Andrew,
Tower Hill,Central Down Town,Undirected,1,18.0104393,-76.829911,Saint Andrew,
Tower Hill,Passmore Town,Undirected,1,18.0104393,-76.829911,Saint Andrew,
Trench Town,Copse,Undirected,1,17.9857896,-76.8043355,Saint Andrew,
Trench Town,East Down Town,Undirected,1,17.9857896,-76.8043355,Saint Andrew,
Trench Town,Denham Town,Undirected,1,17.9857896,-76.8043355,Saint Andrew,
Trench Town,Central Down Town,Undirected,1,17.9857896,-76.8043355,Saint Andrew,
Trench Town,Passmore Town,Undirected,1,17.9857896,-76.8043355,Saint Andrew,
Waterhouse,Copse,Undirected,1,18.0285683,-76.8437456,Saint Andrew,
Waterhouse,East Down Town,Undirected,1,18.0285683,-76.8437456,Saint Andrew,
Waterhouse,Denham Town,Undirected,1,18.0285683,-76.8437456,Saint Andrew,
Waterhouse,Central Down Town,Undirected,1,18.0285683,-76.8437456,Saint Andrew,
Waterhouse,Passmore Town,Undirected,1,18.0285683,-76.8437456,Saint Andrew,
Grants Pen,Copse,Undirected,1,18.0316384,-76.7909524,Saint Andrew,
Grants Pen,East Down Town,Undirected,1,18.0316384,-76.7909524,Saint Andrew,
Grants Pen,Denham Town,Undirected,1,18.0316384,-76.7909524,Saint Andrew,
Grants Pen,Central Down Town,Undirected,1,18.0316384,-76.7909524,Saint Andrew,
Grants Pen,Passmore Town,Undirected,1,18.0316384,-76.7909524,Saint Andrew,
Whitehall,Copse,Undirected,1,18.038067,-76.8092343,Saint Andrew,
Whitehall,East Down Town,Undirected,1,18.038067,-76.8092343,Saint Andrew,
Whitehall,Denham Town,Undirected,1,18.038067,-76.8092343,Saint Andrew,
Whitehall,Central Down Town,Undirected,1,18.038067,-76.8092343,Saint Andrew,
Whitehall,Passmore Town,Undirected,1,18.038067,-76.8092343,Saint Andrew,
Havendale,Copse,Undirected,1,18.0516394,-76.8115458,Saint Andrew,
Havendale,East Down Town,Undirected,1,18.0516394,-76.8115458,Saint Andrew,
Havendale,Denham Town,Undirected,1,18.0516394,-76.8115458,Saint Andrew,
Havendale,Central Down Town,Undirected,1,18.0516394,-76.8115458,Saint Andrew,
Havendale,Passmore Town,Undirected,1,18.0516394,-76.8115458,Saint Andrew,
Barbican,Copse,Undirected,1,18.0256117,-76.7711626,Saint Andrew,
Barbican,East Down Town,Undirected,1,18.0256117,-76.7711626,Saint Andrew,
Barbican,Denham Town,Undirected,1,18.0256117,-76.7711626,Saint Andrew,
Barbican,Central Down Town,Undirected,1,18.0256117,-76.7711626,Saint Andrew,
Barbican,Passmore Town,Undirected,1,18.0256117,-76.7711626,Saint Andrew,
Cavaliers,Copse,Undirected,1,18.0948578,-76.8353266,Saint Andrew,
Cavaliers,East Down Town,Undirected,1,18.0948578,-76.8353266,Saint Andrew,
Cavaliers,Denham Town,Undirected,1,18.0948578,-76.8353266,Saint Andrew,
Cavaliers,Central Down Town,Undirected,1,18.0948578,-76.8353266,Saint Andrew,
Cavaliers,Passmore Town,Undirected,1,18.0948578,-76.8353266,Saint Andrew,
Roehampton,Copse,Undirected,1,18.042897,-76.8075801,Saint Andrew,
Roehampton,East Down Town,Undirected,1,18.042897,-76.8075801,Saint Andrew,
Roehampton,Denham Town,Undirected,1,18.042897,-76.8075801,Saint Andrew,
Roehampton,Central Down Town,Undirected,1,18.042897,-76.8075801,Saint Andrew,
Roehampton,Passmore Town,Undirected,1,18.042897,-76.8075801,Saint Andrew,
Cross Roads,Copse,Undirected,1,17.9928319,-76.7906347,Saint Andrew,
Cross Roads,East Down Town,Undirected,1,17.9928319,-76.7906347,Saint Andrew,
Cross Roads,Denham Town,Undirected,1,17.9928319,-76.7906347,Saint Andrew,
Cross Roads,Central Down Town,Undirected,1,17.9928319,-76.7906347,Saint Andrew,
Cross Roads,Passmore Town,Undirected,1,17.9928319,-76.7906347,Saint Andrew,
Pembroke Hall,Copse,Undirected,1,18.0295934,-76.8288489,Saint Andrew,
Pembroke Hall,East Down Town,Undirected,1,18.0295934,-76.8288489,Saint Andrew,
Pembroke Hall,Denham Town,Undirected,1,18.0295934,-76.8288489,Saint Andrew,
Pembroke Hall,Central Down Town,Undirected,1,18.0295934,-76.8288489,Saint Andrew,
Pembroke Hall,Passmore Town,Undirected,1,18.0295934,-76.8288489,Saint Andrew,
Kencot,Copse,Undirected,1,18.0026187,-76.7956825,Saint Andrew,
Kencot,East Down Town,Undirected,1,18.0026187,-76.7956825,Saint Andrew,
Kencot,Denham Town,Undirected,1,18.0026187,-76.7956825,Saint Andrew,
Kencot,Central Down Town,Undirected,1,18.0026187,-76.7956825,Saint Andrew,
Kencot,Passmore Town,Undirected,1,18.0026187,-76.7956825,Saint Andrew,
Vineyard Town,Copse,Undirected,1,17.9898081,-76.7783748,Saint Andrew,
Vineyard Town,East Down Town,Undirected,1,17.9898081,-76.7783748,Saint Andrew,
Vineyard Town,Denham Town,Undirected,1,17.9898081,-76.7783748,Saint Andrew,
Vineyard Town,Central Down Town,Undirected,1,17.9898081,-76.7783748,Saint Andrew,
Vineyard Town,Passmore Town,Undirected,1,17.9898081,-76.7783748,Saint Andrew,
Hope Tavern,Copse,Undirected,1,18.0145858,-76.7407491,Saint Andrew,
Hope Tavern,East Down Town,Undirected,1,18.0145858,-76.7407491,Saint Andrew,
Hope Tavern,Denham Town,Undirected,1,18.0145858,-76.7407491,Saint Andrew,
Hope Tavern,Central Down Town,Undirected,1,18.0145858,-76.7407491,Saint Andrew,
Hope Tavern,Passmore Town,Undirected,1,18.0145858,-76.7407491,Saint Andrew,
Drewsland,Copse,Undirected,1,18.0240752,-76.8302515,Saint Andrew,
Drewsland,East Down Town,Undirected,1,18.0240752,-76.8302515,Saint Andrew,
Drewsland,Denham Town,Undirected,1,18.0240752,-76.8302515,Saint Andrew,
Drewsland,Central Down Town,Undirected,1,18.0240752,-76.8302515,Saint Andrew,
Drewsland,Passmore Town,Undirected,1,18.0240752,-76.8302515,Saint Andrew,
Beverley Hills,Copse,Undirected,1,18.0077875,-76.7653924,Saint Andrew,
Beverley Hills,East Down Town,Undirected,1,18.0077875,-76.7653924,Saint Andrew,
Beverley Hills,Denham Town,Undirected,1,18.0077875,-76.7653924,Saint Andrew,
Beverley Hills,Central Down Town,Undirected,1,18.0077875,-76.7653924,Saint Andrew,
Beverley Hills,Passmore Town,Undirected,1,18.0077875,-76.7653924,Saint Andrew,
Patrick City,Copse,Undirected,1,18.0317407,-76.8389413,Saint Andrew,
Patrick City,East Down Town,Undirected,1,18.0317407,-76.8389413,Saint Andrew,
Patrick City,Denham Town,Undirected,1,18.0317407,-76.8389413,Saint Andrew,
Patrick City,Central Down Town,Undirected,1,18.0317407,-76.8389413,Saint Andrew,
Patrick City,Passmore Town,Undirected,1,18.0317407,-76.8389413,Saint Andrew,
Liguanea,Copse,Undirected,1,18.0147484,-76.7610647,Saint Andrew,
Liguanea,East Down Town,Undirected,1,18.0147484,-76.7610647,Saint Andrew,
Liguanea,Denham Town,Undirected,1,18.0147484,-76.7610647,Saint Andrew,
Liguanea,Central Down Town,Undirected,1,18.0147484,-76.7610647,Saint Andrew,
Liguanea,Passmore Town,Undirected,1,18.0147484,-76.7610647,Saint Andrew,
Hermitage,Copse,Undirected,1,17.9939663,-76.7430993,Saint Andrew,
Hermitage,East Down Town,Undirected,1,17.9939663,-76.7430993,Saint Andrew,
Hermitage,Denham Town,Undirected,1,17.9939663,-76.7430993,Saint Andrew,
Hermitage,Central Down Town,Undirected,1,17.9939663,-76.7430993,Saint Andrew,
Hermitage,Passmore Town,Undirected,1,17.9939663,-76.7430993,Saint Andrew,
Kintyre,Copse,Undirected,1,18.0123464,-76.7372819,Saint Andrew,
Kintyre,East Down Town,Undirected,1,18.0123464,-76.7372819,Saint Andrew,
Kintyre,Denham Town,Undirected,1,18.0123464,-76.7372819,Saint Andrew,
Kintyre,Central Down Town,Undirected,1,18.0123464,-76.7372819,Saint Andrew,
Kintyre,Passmore Town,Undirected,1,18.0123464,-76.7372819,Saint Andrew,
Cassia Park,Copse,Undirected,1,18.0202884,-76.8079418,Saint Andrew,
Cassia Park,East Down Town,Undirected,1,18.0202884,-76.8079418,Saint Andrew,
Cassia Park,Denham Town,Undirected,1,18.0202884,-76.8079418,Saint Andrew,
Cassia Park,Central Down Town,Undirected,1,18.0202884,-76.8079418,Saint Andrew,
Cassia Park,Passmore Town,Undirected,1,18.0202884,-76.8079418,Saint Andrew,
Three Oaks/ Glendale,Copse,Undirected,1,18.0308946,-76.8256479,Saint Andrew,
Three Oaks/ Glendale,East Down Town,Undirected,1,18.0308946,-76.8256479,Saint Andrew,
Three Oaks/ Glendale,Denham Town,Undirected,1,18.0308946,-76.8256479,Saint Andrew,
Three Oaks/ Glendale,Central Down Town,Undirected,1,18.0308946,-76.8256479,Saint Andrew,
Three Oaks/ Glendale,Passmore Town,Undirected,1,18.0308946,-76.8256479,Saint Andrew,
Whitfield Town,Copse,Undirected,1,17.9947009,-76.8072196,Saint Andrew,
Whitfield Town,East Down Town,Undirected,1,17.9947009,-76.8072196,Saint Andrew,
Whitfield Town,Denham Town,Undirected,1,17.9947009,-76.8072196,Saint Andrew,
Whitfield Town,Central Down Town,Undirected,1,17.9947009,-76.8072196,Saint Andrew,
Whitfield Town,Passmore Town,Undirected,1,17.9947009,-76.8072196,Saint Andrew,
Cherry Gardens,Copse,Undirected,1,18.0434374,-76.7769324,Saint Andrew,
Cherry Gardens,East Down Town,Undirected,1,18.0434374,-76.7769324,Saint Andrew,
Cherry Gardens,Denham Town,Undirected,1,18.0434374,-76.7769324,Saint Andrew,
Cherry Gardens,Central Down Town,Undirected,1,18.0434374,-76.7769324,Saint Andrew,
Cherry Gardens,Passmore Town,Undirected,1,18.0434374,-76.7769324,Saint Andrew,
Half-Way-Tree,Copse,Undirected,1,18.0023101,-76.7920934,Saint Andrew,
Half-Way-Tree,East Down Town,Undirected,1,18.0023101,-76.7920934,Saint Andrew,
Half-Way-Tree,Denham Town,Undirected,1,18.0023101,-76.7920934,Saint Andrew,
Half-Way-Tree,Central Down Town,Undirected,1,18.0023101,-76.7920934,Saint Andrew,
Half-Way-Tree,Passmore Town,Undirected,1,18.0023101,-76.7920934,Saint Andrew,
Boucher Park,Copse,Undirected,1,18.062488,-76.758457,Saint Andrew,
Boucher Park,East Down Town,Undirected,1,18.062488,-76.758457,Saint Andrew,
Boucher Park,Denham Town,Undirected,1,18.062488,-76.758457,Saint Andrew,
Boucher Park,Central Down Town,Undirected,1,18.062488,-76.758457,Saint Andrew,
Boucher Park,Passmore Town,Undirected,1,18.062488,-76.758457,Saint Andrew,
Molynes Four Roads,Copse,Undirected,1,18.0127087,-76.8016686,Saint Andrew,
Molynes Four Roads,East Down Town,Undirected,1,18.0127087,-76.8016686,Saint Andrew,
Molynes Four Roads,Denham Town,Undirected,1,18.0127087,-76.8016686,Saint Andrew,
Molynes Four Roads,Central Down Town,Undirected,1,18.0127087,-76.8016686,Saint Andrew,
Molynes Four Roads,Passmore Town,Undirected,1,18.0127087,-76.8016686,Saint Andrew,
Hope Pastures/ UTECH,Copse,Undirected,1,18.0186816,-76.7444736,Saint Andrew,
Hope Pastures/ UTECH,East Down Town,Undirected,1,18.0186816,-76.7444736,Saint Andrew,
Hope Pastures/ UTECH,Denham Town,Undirected,1,18.0186816,-76.7444736,Saint Andrew,
Hope Pastures/ UTECH,Central Down Town,Undirected,1,18.0186816,-76.7444736,Saint Andrew,
Hope Pastures/ UTECH,Passmore Town,Undirected,1,18.0186816,-76.7444736,Saint Andrew,
Eastwood Park Gardens,Copse,Undirected,1,18.0154557,-76.7984452,Saint Andrew,
Eastwood Park Gardens,East Down Town,Undirected,1,18.0154557,-76.7984452,Saint Andrew,
Eastwood Park Gardens,Denham Town,Undirected,1,18.0154557,-76.7984452,Saint Andrew,
Eastwood Park Gardens,Central Down Town,Undirected,1,18.0154557,-76.7984452,Saint Andrew,
Eastwood Park Gardens,Passmore Town,Undirected,1,18.0154557,-76.7984452,Saint Andrew,
August Town,Copse,Undirected,1,17.9930231,-76.7408666,Saint Andrew,
August Town,East Down Town,Undirected,1,17.9930231,-76.7408666,Saint Andrew,
August Town,Denham Town,Undirected,1,17.9930231,-76.7408666,Saint Andrew,
August Town,Central Down Town,Undirected,1,17.9930231,-76.7408666,Saint Andrew,
August Town,Passmore Town,Undirected,1,17.9930231,-76.7408666,Saint Andrew,
Golden Spring,Copse,Undirected,1,18.0901601,-76.8014512,Saint Andrew,
Golden Spring,East Down Town,Undirected,1,18.0901601,-76.8014512,Saint Andrew,
Golden Spring,Denham Town,Undirected,1,18.0901601,-76.8014512,Saint Andrew,
Golden Spring,Central Down Town,Undirected,1,18.0901601,-76.8014512,Saint Andrew,
Golden Spring,Passmore Town,Undirected,1,18.0901601,-76.8014512,Saint Andrew,
Cockburn Gardens,Copse,Undirected,1,18.0117678,-76.8230815,Saint Andrew,
Cockburn Gardens,East Down Town,Undirected,1,18.0117678,-76.8230815,Saint Andrew,
Cockburn Gardens,Denham Town,Undirected,1,18.0117678,-76.8230815,Saint Andrew,
Cockburn Gardens,Central Down Town,Undirected,1,18.0117678,-76.8230815,Saint Andrew,
Cockburn Gardens,Passmore Town,Undirected,1,18.0117678,-76.8230815,Saint Andrew,
Molynes Gardens,Copse,Undirected,1,18.0346081,-76.8173138,Saint Andrew,
Molynes Gardens,East Down Town,Undirected,1,18.0346081,-76.8173138,Saint Andrew,
Molynes Gardens,Denham Town,Undirected,1,18.0346081,-76.8173138,Saint Andrew,
Molynes Gardens,Central Down Town,Undirected,1,18.0346081,-76.8173138,Saint Andrew,
Molynes Gardens,Passmore Town,Undirected,1,18.0346081,-76.8173138,Saint Andrew,
Duhaney Park,Copse,Undirected,1,18.0296291,-76.8504744,Saint Andrew,
Duhaney Park,East Down Town,Undirected,1,18.0296291,-76.8504744,Saint Andrew,
Duhaney Park,Denham Town,Undirected,1,18.0296291,-76.8504744,Saint Andrew,
Duhaney Park,Central Down Town,Undirected,1,18.0296291,-76.8504744,Saint Andrew,
Duhaney Park,Passmore Town,Undirected,1,18.0296291,-76.8504744,Saint Andrew,
Oaklands,Copse,Undirected,1,18.0356818,-76.7960431,Saint Andrew,
Oaklands,East Down Town,Undirected,1,18.0356818,-76.7960431,Saint Andrew,
Oaklands,Denham Town,Undirected,1,18.0356818,-76.7960431,Saint Andrew,
Oaklands,Central Down Town,Undirected,1,18.0356818,-76.7960431,Saint Andrew,
Oaklands,Passmore Town,Undirected,1,18.0356818,-76.7960431,Saint Andrew,
Hughenden,Copse,Undirected,1,18.0314148,-76.8183952,Saint Andrew,
Hughenden,East Down Town,Undirected,1,18.0314148,-76.8183952,Saint Andrew,
Hughenden,Denham Town,Undirected,1,18.0314148,-76.8183952,Saint Andrew,
Hughenden,Central Down Town,Undirected,1,18.0314148,-76.8183952,Saint Andrew,
Hughenden,Passmore Town,Undirected,1,18.0314148,-76.8183952,Saint Andrew,
Marverley,Copse,Undirected,1,18.0143109,-76.8090264,Saint Andrew,
Marverley,East Down Town,Undirected,1,18.0143109,-76.8090264,Saint Andrew,
Marverley,Denham Town,Undirected,1,18.0143109,-76.8090264,Saint Andrew,
Marverley,Central Down Town,Undirected,1,18.0143109,-76.8090264,Saint Andrew,
Marverley,Passmore Town,Undirected,1,18.0143109,-76.8090264,Saint Andrew,
Richmond Park,Copse,Undirected,1,18.0051643,-76.8115458,Saint Andrew,
Richmond Park,East Down Town,Undirected,1,18.0051643,-76.8115458,Saint Andrew,
Richmond Park,Denham Town,Undirected,1,18.0051643,-76.8115458,Saint Andrew,
Richmond Park,Central Down Town,Undirected,1,18.0051643,-76.8115458,Saint Andrew,
Richmond Park,Passmore Town,Undirected,1,18.0051643,-76.8115458,Saint Andrew,
Forest Hills/ Plantation Height,Copse,Undirected,1,18.041663,-76.856527,Saint Andrew,
Forest Hills/ Plantation Height,East Down Town,Undirected,1,18.041663,-76.856527,Saint Andrew,
Forest Hills/ Plantation Height,Denham Town,Undirected,1,18.041663,-76.856527,Saint Andrew,
Forest Hills/ Plantation Height,Central Down Town,Undirected,1,18.041663,-76.856527,Saint Andrew,
Forest Hills/ Plantation Height,Passmore Town,Undirected,1,18.041663,-76.856527,Saint Andrew,
Jones Town,Copse,Undirected,1,17.9860686,-76.7978458,Saint Andrew,
Jones Town,East Down Town,Undirected,1,17.9860686,-76.7978458,Saint Andrew,
Jones Town,Denham Town,Undirected,1,17.9860686,-76.7978458,Saint Andrew,
Jones Town,Central Down Town,Undirected,1,17.9860686,-76.7978458,Saint Andrew,
Jones Town,Passmore Town,Undirected,1,17.9860686,-76.7978458,Saint Andrew,
Arlene Gardens,Copse,Undirected,1,18.0369734,-76.824646,Saint Andrew,
Arlene Gardens,East Down Town,Undirected,1,18.0369734,-76.824646,Saint Andrew,
Arlene Gardens,Denham Town,Undirected,1,18.0369734,-76.824646,Saint Andrew,
Arlene Gardens,Central Down Town,Undirected,1,18.0369734,-76.824646,Saint Andrew,
Arlene Gardens,Passmore Town,Undirected,1,18.0369734,-76.824646,Saint Andrew,
Queensborough/ Tunbridge,Copse,Undirected,1,18.040034,-76.825525,Saint Andrew,
Queensborough/ Tunbridge,East Down Town,Undirected,1,18.040034,-76.825525,Saint Andrew,
Queensborough/ Tunbridge,Denham Town,Undirected,1,18.040034,-76.825525,Saint Andrew,
Queensborough/ Tunbridge,Central Down Town,Undirected,1,18.040034,-76.825525,Saint Andrew,
Queensborough/ Tunbridge,Passmore Town,Undirected,1,18.040034,-76.825525,Saint Andrew,
Mountain View Gardens,Copse,Undirected,1,17.9861074,-76.766835,Saint Andrew,
Mountain View Gardens,East Down Town,Undirected,1,17.9861074,-76.766835,Saint Andrew,
Mountain View Gardens,Denham Town,Undirected,1,17.9861074,-76.766835,Saint Andrew,
Mountain View Gardens,Central Down Town,Undirected,1,17.9861074,-76.766835,Saint Andrew,
Mountain View Gardens,Passmore Town,Undirected,1,17.9861074,-76.766835,Saint Andrew,
Zaidie Gardens,Copse,Undirected,1,18.0243421,-76.8158718,Saint Andrew,
Zaidie Gardens,East Down Town,Undirected,1,18.0243421,-76.8158718,Saint Andrew,
Zaidie Gardens,Denham Town,Undirected,1,18.0243421,-76.8158718,Saint Andrew,
Zaidie Gardens,Central Down Town,Undirected,1,18.0243421,-76.8158718,Saint Andrew,
Zaidie Gardens,Passmore Town,Undirected,1,18.0243421,-76.8158718,Saint Andrew,
Trafalgar Park,Copse,Undirected,1,18.0113112,-76.7848655,Saint Andrew,
Trafalgar Park,East Down Town,Undirected,1,18.0113112,-76.7848655,Saint Andrew,
Trafalgar Park,Denham Town,Undirected,1,18.0113112,-76.7848655,Saint Andrew,
Trafalgar Park,Central Down Town,Undirected,1,18.0113112,-76.7848655,Saint Andrew,
Trafalgar Park,Passmore Town,Undirected,1,18.0113112,-76.7848655,Saint Andrew,
Washington Gardens,Copse,Undirected,1,18.0234226,-76.844708,Saint Andrew,
Washington Gardens,East Down Town,Undirected,1,18.0234226,-76.844708,Saint Andrew,
Washington Gardens,Denham Town,Undirected,1,18.0234226,-76.844708,Saint Andrew,
Washington Gardens,Central Down Town,Undirected,1,18.0234226,-76.844708,Saint Andrew,
Washington Gardens,Passmore Town,Undirected,1,18.0234226,-76.844708,Saint Andrew,
Drumblair,Copse,Undirected,1,18.0263767,-76.7896877,Saint Andrew,
Drumblair,East Down Town,Undirected,1,18.0263767,-76.7896877,Saint Andrew,
Drumblair,Denham Town,Undirected,1,18.0263767,-76.7896877,Saint Andrew,
Drumblair,Central Down Town,Undirected,1,18.0263767,-76.7896877,Saint Andrew,
Drumblair,Passmore Town,Undirected,1,18.0263767,-76.7896877,Saint Andrew,
Waltham Gardens,Copse,Undirected,1,18.01235,-76.813414,Saint Andrew,
Waltham Gardens,East Down Town,Undirected,1,18.01235,-76.813414,Saint Andrew,
Waltham Gardens,Denham Town,Undirected,1,18.01235,-76.813414,Saint Andrew,
Waltham Gardens,Central Down Town,Undirected,1,18.01235,-76.813414,Saint Andrew,
Waltham Gardens,Passmore Town,Undirected,1,18.01235,-76.813414,Saint Andrew,
Woodford Park,Copse,Undirected,1,17.9848754,-76.7805384,Saint Andrew,
Woodford Park,East Down Town,Undirected,1,17.9848754,-76.7805384,Saint Andrew,
Woodford Park,Denham Town,Undirected,1,17.9848754,-76.7805384,Saint Andrew,
Woodford Park,Central Down Town,Undirected,1,17.9848754,-76.7805384,Saint Andrew,
Woodford Park,Passmore Town,Undirected,1,17.9848754,-76.7805384,Saint Andrew,
Papine,Copse,Undirected,1,18.0115978,-76.736538,Saint Andrew,
Papine,East Down Town,Undirected,1,18.0115978,-76.736538,Saint Andrew,
Papine,Denham Town,Undirected,1,18.0115978,-76.736538,Saint Andrew,
Papine,Central Down Town,Undirected,1,18.0115978,-76.736538,Saint Andrew,
Papine,Passmore Town,Undirected,1,18.0115978,-76.736538,Saint Andrew,
Bloxborough,Copse,Undirected,1,18.059877,-76.756397,Saint Andrew,
Bloxborough,East Down Town,Undirected,1,18.059877,-76.756397,Saint Andrew,
Bloxborough,Denham Town,Undirected,1,18.059877,-76.756397,Saint Andrew,
Bloxborough,Central Down Town,Undirected,1,18.059877,-76.756397,Saint Andrew,
Bloxborough,Passmore Town,Undirected,1,18.059877,-76.756397,Saint Andrew,
Parry Town,Hinds Town,Undirected,1,18.3945198,-77.1095985,Saint Ann,
Parry Town,Exchange,Undirected,1,18.3945198,-77.1095985,Saint Ann,
Parry Town,Steer Town,Undirected,1,18.3945198,-77.1095985,Saint Ann,
Parry Town,St. Ann's Bay,Undirected,1,18.3945198,-77.1095985,Saint Ann,
Parry Town,Priory,Undirected,1,18.3945198,-77.1095985,Saint Ann,
Discovery Bay,Browns Town,Undirected,1,18.458202,-77.3984704,Saint Ann,
Discovery Bay,Hinds Town,Undirected,1,18.458202,-77.3984704,Saint Ann,
Discovery Bay,St. Ann's Bay,Undirected,1,18.458202,-77.3984704,Saint Ann,
Discovery Bay,Priory,Undirected,1,18.458202,-77.3984704,Saint Ann,
Discovery Bay,Philadelphia,Undirected,1,18.458202,-77.3984704,Saint Ann,
Browns Town,Discovery Bay,Undirected,1,18.3894586,-77.3726379,Saint Ann,
Browns Town,Hinds Town,Undirected,1,18.3894586,-77.3726379,Saint Ann,
Browns Town,Steer Town,Undirected,1,18.3894586,-77.3726379,Saint Ann,
Browns Town,St. Ann's Bay,Undirected,1,18.3894586,-77.3726379,Saint Ann,
Macknie,May Pen Proper,Undirected,1,18.1928269,-77.2504835,Saint Ann,
Macknie,Part of Spaldings,Undirected,1,18.1928269,-77.2504835,Saint Ann,
Macknie,Hinds Town,Undirected,1,18.1928269,-77.2504835,Saint Ann,
Macknie,Philadelphia,Undirected,1,18.1928269,-77.2504835,Saint Ann,
Macknie,York Castle,Undirected,1,18.1928269,-77.2504835,Saint Ann,
Hinds Town,Parry Town,Undirected,1,18.348784,-77.239577,Saint Ann,
Exchange,Parry Town,Undirected,1,18.4081733,-77.0695623,Saint Ann,
Exchange,Hinds Town,Undirected,1,18.4081733,-77.0695623,Saint Ann,
Exchange,Steer Town,Undirected,1,18.4081733,-77.0695623,Saint Ann,
Exchange,St. Ann's Bay,Undirected,1,18.4081733,-77.0695623,Saint Ann,
Steer Town,Parry Town,Undirected,1,18.4131229,-77.1628959,Saint Ann,
Steer Town,Browns Town,Undirected,1,18.4131229,-77.1628959,Saint Ann,
St. Ann's Bay,Parry Town,Undirected,1,18.4329473,-77.1973997,Saint Ann,
Priory,Parry Town,Undirected,1,18.4391752,-77.2247081,Saint Ann,
Priory,Discovery Bay,Undirected,1,18.4391752,-77.2247081,Saint Ann,
Priory,Browns Town,Undirected,1,18.4391752,-77.2247081,Saint Ann,
Philadelphia,Parry Town,Undirected,1,18.3931702,-77.3195196,Saint Ann,
Philadelphia,Discovery Bay,Undirected,1,18.3931702,-77.3195196,Saint Ann,
Philadelphia,Browns Town,Undirected,1,18.3931702,-77.3195196,Saint Ann,
York Castle,Discovery Bay,Undirected,1,18.3880521,-77.3645357,Saint Ann,
York Castle,Browns Town,Undirected,1,18.3880521,-77.3645357,Saint Ann,
York Castle,Macknie,Undirected,1,18.3880521,-77.3645357,Saint Ann,
York Castle,Hinds Town,Undirected,1,18.3880521,-77.3645357,Saint Ann,
Lime Hall,Parry Town,Undirected,1,18.4285057,-77.2034286,Saint Ann,
Lime Hall,Discovery Bay,Undirected,1,18.4285057,-77.2034286,Saint Ann,
Lime Hall,Browns Town,Undirected,1,18.4285057,-77.2034286,Saint Ann,
Lime Hall,Hinds Town,Undirected,1,18.4285057,-77.2034286,Saint Ann,
Lime Hall,Exchange,Undirected,1,18.4285057,-77.2034286,Saint Ann,
Cole Gate,Parry Town,Undirected,1,18.3570732,-77.0900489,Saint Ann,
Cole Gate,Macknie,Undirected,1,18.3570732,-77.0900489,Saint Ann,
Cole Gate,Hinds Town,Undirected,1,18.3570732,-77.0900489,Saint Ann,
Cole Gate,Exchange,Undirected,1,18.3570732,-77.0900489,Saint Ann,
Cole Gate,Steer Town,Undirected,1,18.3570732,-77.0900489,Saint Ann,
Braeton,Copse,Undirected,1,17.9495083,-76.8893907,Saint Catherine,
