Source,Target,Type,Weight,Latitude,Longitude,Parish,Population
Saint Ann's Bay,Brown's Town,Undirected,1,18.44,77.22,Saint Ann,"10,961"
Saint Ann's Bay,Cave Valley,Undirected,1,18.44,77.22,Saint Ann,"10,961"
Saint Ann's Bay,Claremont,Undirected,1,18.44,77.22,Saint Ann,"10,961"
Sandy Bay,Anchovy,Undirected,1,18.45,78.1,Hanover,"4,476"
Sandy Bay,Bethel Town,Undirected,1,18.45,78.1,Hanover,"4,476"
Sandy Bay,Cascade,Undirected,1,18.45,78.1,Hanover,"4,476"
Sandy Bay,Frome,Undirected,1,18.45,78.1,Hanover,"4,476"
Sandy Bay,Grange Hill,Undirected,1,18.45,78.1,Hanover,"4,476"
Sanguinetti,Alexandria,Undirected,1,18.1,77.34,Clarendon,"3,900"
Sanguinetti,Cave Valley,Undirected,1,18.1,77.34,Clarendon,"3,900"
Sanguinetti,Chapelton,Undirected,1,18.1,77.34,Clarendon,"3,900"
Sanguinetti,Christiana,Undirected,1,18.1,77.34,Clarendon,"3,900"
Sanguinetti,Coleyville,Undirected,1,18.1,77.34,Clarendon,"3,900"
Santa Cruz,Balaclava,Undirected,1,18.07,77.72,Saint Elizabeth,"8,144"
Santa Cruz,Black River,Undirected,1,18.07,77.72,Saint Elizabeth,"8,144"
Santa Cruz,Brompton,Undirected,1,18.07,77.72,Saint Elizabeth,"8,144"
Santa Cruz,Lacovia,Undirected,1,18.07,77.72,Saint Elizabeth,"8,144"
Santa Cruz,Maggotty,Undirected,1,18.07,77.72,Saint Elizabeth,"8,144"
Savanna-la-Mar,Bethel Town,Undirected,1,18.16,77.95,Westmoreland,"16,553"
Savanna-la-Mar,Black River,Undirected,1,18.16,77.95,Westmoreland,"16,553"
Savanna-la-Mar,Bluefields,Undirected,1,18.16,77.95,Westmoreland,"16,553"
Savanna-la-Mar,Brompton,Undirected,1,18.16,77.95,Westmoreland,"16,553"
Savanna-la-Mar,Cambridge,Undirected,1,18.16,77.95,Westmoreland,"16,553"
Seaford Town,Albert Town,Undirected,1,18.15,77.54,Westmoreland,"4,108"
Seaford Town,Balaclava,Undirected,1,18.15,77.54,Westmoreland,"4,108"
Seaford Town,Cave Valley,Undirected,1,18.15,77.54,Westmoreland,"4,108"
Seaford Town,Christiana,Undirected,1,18.15,77.54,Westmoreland,"4,108"
Seaford Town,Coleyville,Undirected,1,18.15,77.54,Westmoreland,"4,108"
Seaforth,Bath,Undirected,1,17.93,76.45,Saint Thomas,"4,108"
Seaforth,Dalvey,Undirected,1,17.93,76.45,Saint Thomas,"4,108"
Seaforth,Easington,Undirected,1,17.93,76.45,Saint Thomas,"4,108"
Seaforth,Golden Grove,Undirected,1,17.93,76.45,Saint Thomas,"4,108"
Seaforth,Manchioneal,Undirected,1,17.93,76.45,Saint Thomas,"4,108"
Siloah,Albert Town,Undirected,1,18.17,77.73,Saint Elizabeth,"2,701"
Siloah,Balaclava,Undirected,1,18.17,77.73,Saint Elizabeth,"2,701"
Siloah,Black River,Undirected,1,18.17,77.73,Saint Elizabeth,"2,701"
Siloah,Brompton,Undirected,1,18.17,77.73,Saint Elizabeth,"2,701"
Siloah,Cambridge,Undirected,1,18.17,77.73,Saint Elizabeth,"2,701"
Southfield,Alligator Pond,Undirected,1,17.88,77.67,Saint Elizabeth,"2,671"
Southfield,Bull Savanna,Undirected,1,17.88,77.67,Saint Elizabeth,"2,671"
Southfield,Lacovia,Undirected,1,17.88,77.67,Saint Elizabeth,"2,671"
Southfield,Malvern,Undirected,1,17.88,77.67,Saint Elizabeth,"2,671"
Southfield,Nain,Undirected,1,17.88,77.67,Saint Elizabeth,"2,671"
Spanish Town,Above Rocks,Undirected,1,17.9958,76.9551,Saint Catherine,"92,383"
Spanish Town,Bog Walk,Undirected,1,17.9958,76.9551,Saint Catherine,"92,383"
Spanish Town,Constant Spring,Undirected,1,17.9958,76.9551,Saint Catherine,"92,383"
Spanish Town,Ewarton,Undirected,1,17.9958,76.9551,Saint Catherine,"92,383"
Spanish Town,Kingston,Undirected,1,17.9958,76.9551,Saint Catherine,"92,383"
Stony Hill,Above Rocks,Undirected,1,18.08,76.78,Saint Andrew,"8,244"
Stony Hill,Annotto Bay,Undirected,1,18.08,76.78,Saint Andrew,"8,244"
Stony Hill,Buff Bay,Undirected,1,18.08,76.78,Saint Andrew,"8,244"
Stony Hill,Constant Spring,Undirected,1,18.08,76.78,Saint Andrew,"8,244"
Stony Hill,Gordon Town,Undirected,1,18.08,76.78,Saint Andrew,"8,244"
Trinity Ville,Bath,Undirected,1,17.95,76.53,Saint Thomas,"2,614"
Trinity Ville,Easington,Undirected,1,17.95,76.53,Saint Thomas,"2,614"
Trinity Ville,Gordon Town,Undirected,1,17.95,76.53,Saint Thomas,"2,614"
Trinity Ville,Mavis Bank,Undirected,1,17.95,76.53,Saint Thomas,"2,614"
Trinity Ville,Moore Town,Undirected,1,17.95,76.53,Saint Thomas,"2,614"
Ulster Spring,Albert Town,Undirected,1,18.32,77.52,Trelawny,"1,391"
Ulster Spring,Alexandria,Undirected,1,18.32,77.52,Trelawny,"1,391"
Ulster Spring,Balaclava,Undirected,1,18.32,77.52,Trelawny,"1,391"
Ulster Spring,Brown's Town,Undirected,1,18.32,77.52,Trelawny,"1,391"
Ulster Spring,Cave Valley,Undirected,1,18.32,77.52,Trelawny,"1,391"
Wakefield,Albert Town,Undirected,1,18.42,77.72,Trelawny,"2,724"
Wakefield,Anchovy,Undirected,1,18.42,77.72,Trelawny,"2,724"
Wakefield,Cambridge,Undirected,1,18.42,77.72,Trelawny,"2,724"
Wakefield,Clark's Town,Undirected,1,18.42,77.72,Trelawny,"2,724"
Wakefield,Duncans,Undirected,1,18.42,77.72,Trelawny,"2,724"
White House,Bethel Town,Undirected,1,18.08,77.97,Westmoreland,"3,157"
White House,Black River,Undirected,1,18.08,77.97,Westmoreland,"3,157"
White House,Bluefields,Undirected,1,18.08,77.97,Westmoreland,"3,157"
White House,Brompton,Undirected,1,18.08,77.97,Westmoreland,"3,157"
White House,Darliston,Undirected,1,18.08,77.97,Westmoreland,"3,157"
Williamsfield,Alligator Pond,Undirected,1,18.07,77.48,Manchester,"2,800"
Williamsfield,Balaclava,Undirected,1,18.07,77.48,Manchester,"2,800"
Williamsfield,Bull Savanna,Undirected,1,18.07,77.48,Manchester,"2,800"
Williamsfield,Chapelton,Undirected,1,18.07,77.48,Manchester,"2,800"
Williamsfield,Christiana,Undirected,1,18.07,77.48,Manchester,"2,800"
Yallahs,Bath,Undirected,1,17.87,76.57,Saint Thomas,"6,902"
Yallahs,Easington,Undirected,1,17.87,76.57,Saint Thomas,"6,902"
Yallahs,Gordon Town,Undirected,1,17.87,76.57,Saint Thomas,"6,902"
Yallahs,Mavis Bank,Undirected,1,17.87,76.57,Saint Thomas,"6,902"
Yallahs,Morant Bay,Undirected,1,17.87,76.57,Saint Thomas,"6,902"
Grantham,Mineral Heights,Undirected,1,17.9557183,-77.2405153,Clarendon,
Grantham,May Pen Proper,Undirected,1,17.9557183,-77.2405153,Clarendon,
Grantham,Longwood,Undirected,1,17.9557183,-77.2405153,Clarendon,
Grantham,Kitson Town,Undirected,1,17.9557183,-77.2405153,Clarendon,
Grantham,St. John's West,Undirected,1,17.9557183,-77.2405153,Clarendon,
Mineral Heights,Grantham,Undirected,1,17.9421569,-77.2333304,Clarendon,
Mineral Heights,May Pen Proper,Undirected,1,17.9421569,-77.2333304,Clarendon,
Mineral Heights,Longwood,Undirected,1,17.9421569,-77.2333304,Clarendon,
Mineral Heights,Kitson Town,Undirected,1,17.9421569,-77.2333304,Clarendon,
May Pen Proper,Grantham,Undirected,1,17.9718957,-77.2430438,Clarendon,
May Pen Proper,Mineral Heights,Undirected,1,17.9718957,-77.2430438,Clarendon,
May Pen Proper,Longwood,Undirected,1,17.9718957,-77.2430438,Clarendon,
Longwood,Grantham,Undirected,1,17.8130192,-77.2807423,Clarendon,
Longwood,Mineral Heights,Undirected,1,17.8130192,-77.2807423,Clarendon,
Copse,East Down Town,Undirected,1,17.9699234,-76.7886145,Hanover,
Copse,Denham Town,Undirected,1,17.9699234,-76.7886145,Hanover,
Copse,Central Down Town,Undirected,1,17.9699234,-76.7886145,Hanover,
Copse,Passmore Town,Undirected,1,17.9699234,-76.7886145,Hanover,
Copse,Rollington Town,Undirected,1,17.9699234,-76.7886145,Hanover,
Logwood,Cacoon,Undirected,1,18.3448183,-78.2979874,Hanover,
Logwood,Orange Bay,Undirected,1,18.3448183,-78.2979874,Hanover,
Logwood,Kingsvale,Undirected,1,18.3448183,-78.2979874,Hanover,
Logwood,Dias,Undirected,1,18.3448183,-78.2979874,Hanover,
Logwood,Jericho,Undirected,1,18.3448183,-78.2979874,Hanover,
Cacoon,Logwood,Undirected,1,18.4088304,-78.2025913,Hanover,
Cacoon,Orange Bay,Undirected,1,18.4088304,-78.2025913,Hanover,
Cacoon,Ramble,Undirected,1,18.4088304,-78.2025913,Hanover,
Cacoon,Kingsvale,Undirected,1,18.4088304,-78.2025913,Hanover,
Orange Bay,Logwood,Undirected,1,18.3699584,-78.3145181,Hanover,
Orange Bay,Cacoon,Undirected,1,18.3699584,-78.3145181,Hanover,
Orange Bay,Kingsvale,Undirected,1,18.3699584,-78.3145181,Hanover,
Ramble,Cacoon,Undirected,1,18.3509957,-77.977434,Hanover,
Ramble,Kingsvale,Undirected,1,18.3509957,-77.977434,Hanover,
Ramble,Dias,Undirected,1,18.3509957,-77.977434,Hanover,
Ramble,Jericho,Undirected,1,18.3509957,-77.977434,Hanover,
Kingsvale,Logwood,Undirected,1,18.3864142,-78.2034633,Hanover,
Dias,Logwood,Undirected,1,18.3982445,-78.1942034,Hanover,
Dias,Cacoon,Undirected,1,18.3982445,-78.1942034,Hanover,
Dias,Orange Bay,Undirected,1,18.3982445,-78.1942034,Hanover,
Jericho,Logwood,Undirected,1,18.4290781,-78.1293451,Hanover,
Jericho,Cacoon,Undirected,1,18.4290781,-78.1293451,Hanover,
Jericho,Orange Bay,Undirected,1,18.4290781,-78.1293451,Hanover,
Rock Spring,Logwood,Undirected,1,18.409796,-78.133592,Hanover,
Rock Spring,Cacoon,Undirected,1,18.409796,-78.133592,Hanover,
Rock Spring,Orange Bay,Undirected,1,18.409796,-78.133592,Hanover,
Rock Spring,Ramble,Undirected,1,18.409796,-78.133592,Hanover,
Rock Spring,Kingsvale,Undirected,1,18.409796,-78.133592,Hanover,
Lucea West,Logwood,Undirected,1,18.4504186,-78.1763937,Hanover,
Lucea West,Cacoon,Undirected,1,18.4504186,-78.1763937,Hanover,
Lucea West,Orange Bay,Undirected,1,18.4504186,-78.1763937,Hanover,
Lucea West,Ramble,Undirected,1,18.4504186,-78.1763937,Hanover,
Lucea West,Kingsvale,Undirected,1,18.4504186,-78.1763937,Hanover,
Askenish,Logwood,Undirected,1,18.3839997,-78.150467,Hanover,
Askenish,Cacoon,Undirected,1,18.3839997,-78.150467,Hanover,
Askenish,Orange Bay,Undirected,1,18.3839997,-78.150467,Hanover,
Askenish,Ramble,Undirected,1,18.3839997,-78.150467,Hanover,
Askenish,Kingsvale,Undirected,1,18.3839997,-78.150467,Hanover,
Lucea East,Logwood,Undirected,1,18.4504186,-78.1763937,Hanover,
Lucea East,Cacoon,Undirected,1,18.4504186,-78.1763937,Hanover,
Lucea East,Orange Bay,Undirected,1,18.4504186,-78.1763937,Hanover,
Lucea East,Ramble,Undirected,1,18.4504186,-78.1763937,Hanover,
Lucea East,Kingsvale,Undirected,1,18.4504186,-78.1763937,Hanover,
Lances Bay,Logwood,Undirected,1,18.4451128,-78.2198442,Hanover,
Lances Bay,Cacoon,Undirected,1,18.4451128,-78.2198442,Hanover,
Lances Bay,Orange Bay,Undirected,1,18.4451128,-78.2198442,Hanover,
Lances Bay,Kingsvale,Undirected,1,18.4451128,-78.2198442,Hanover,
Lances Bay,Dias,Undirected,1,18.4451128,-78.2198442,Hanover,
Great Valley,Logwood,Undirected,1,18.396561,-78.0753922,Hanover,
Great Valley,Cacoon,Undirected,1,18.396561,-78.0753922,Hanover,
Great Valley,Ramble,Undirected,1,18.396561,-78.0753922,Hanover,
Great Valley,Kingsvale,Undirected,1,18.396561,-78.0753922,Hanover,
Great Valley,Dias,Undirected,1,18.396561,-78.0753922,Hanover,
Cousins Cove,Logwood,Undirected,1,18.4233505,-78.2454787,Hanover,
Cousins Cove,Cacoon,Undirected,1,18.4233505,-78.2454787,Hanover,
Cousins Cove,Orange Bay,Undirected,1,18.4233505,-78.2454787,Hanover,
Cousins Cove,Kingsvale,Undirected,1,18.4233505,-78.2454787,Hanover,
Cousins Cove,Dias,Undirected,1,18.4233505,-78.2454787,Hanover,
Success,Cacoon,Undirected,1,18.3650764,-78.0470674,Hanover,
Success,Ramble,Undirected,1,18.3650764,-78.0470674,Hanover,
Success,Kingsvale,Undirected,1,18.3650764,-78.0470674,Hanover,
Success,Dias,Undirected,1,18.3650764,-78.0470674,Hanover,
Success,Jericho,Undirected,1,18.3650764,-78.0470674,Hanover,
Santoy,Logwood,Undirected,1,18.3565143,-78.2860538,Hanover,
Santoy,Cacoon,Undirected,1,18.3565143,-78.2860538,Hanover,
Santoy,Orange Bay,Undirected,1,18.3565143,-78.2860538,Hanover,
Santoy,Kingsvale,Undirected,1,18.3565143,-78.2860538,Hanover,
Santoy,Dias,Undirected,1,18.3565143,-78.2860538,Hanover,
Cauldwell,Logwood,Undirected,1,18.389526,-78.244952,Hanover,
Cauldwell,Cacoon,Undirected,1,18.389526,-78.244952,Hanover,
Cauldwell,Orange Bay,Undirected,1,18.389526,-78.244952,Hanover,
Cauldwell,Kingsvale,Undirected,1,18.389526,-78.244952,Hanover,
Cauldwell,Dias,Undirected,1,18.389526,-78.244952,Hanover,
Mount Peto,Cacoon,Undirected,1,18.3440652,-78.0171776,Hanover,
Mount Peto,Ramble,Undirected,1,18.3440652,-78.0171776,Hanover,
Mount Peto,Kingsvale,Undirected,1,18.3440652,-78.0171776,Hanover,
Mount Peto,Dias,Undirected,1,18.3440652,-78.0171776,Hanover,
Mount Peto,Jericho,Undirected,1,18.3440652,-78.0171776,Hanover,
Maryland,Logwood,Undirected,1,18.3875564,-78.129812,Hanover,
Maryland,Cacoon,Undirected,1,18.3875564,-78.129812,Hanover,
Maryland,Orange Bay,Undirected,1,18.3875564,-78.129812,Hanover,
Maryland,Ramble,Undirected,1,18.3875564,-78.129812,Hanover,
Maryland,Kingsvale,Undirected,1,18.3875564,-78.129812,Hanover,
Cacoon Castle,Logwood,Undirected,1,18.428237,-78.131552,Hanover,
Cacoon Castle,Cacoon,Undirected,1,18.428237,-78.131552,Hanover,
Cacoon Castle,Orange Bay,Undirected,1,18.428237,-78.131552,Hanover,
Cacoon Castle,Ramble,Undirected,1,18.428237,-78.131552,Hanover,
Cacoon Castle,Kingsvale,Undirected,1,18.428237,-78.131552,Hanover,
Chester Castle,Ramble,Undirected,1,18.321366,-77.9702959,Hanover,
Chester Castle,Jericho,Undirected,1,18.321366,-77.9702959,Hanover,
Chester Castle,Rock Spring,Undirected,1,18.321366,-77.9702959,Hanover,
Chester Castle,Askenish,Undirected,1,18.321366,-77.9702959,Hanover,
Chester Castle,Great Valley,Undirected,1,18.321366,-77.9702959,Hanover,
Haddington,Logwood,Undirected,1,18.4097707,-78.133638,Hanover,
Haddington,Cacoon,Undirected,1,18.4097707,-78.133638,Hanover,
Haddington,Orange Bay,Undirected,1,18.4097707,-78.133638,Hanover,
Haddington,Ramble,Undirected,1,18.4097707,-78.133638,Hanover,
Haddington,Kingsvale,Undirected,1,18.4097707,-78.133638,Hanover,
Pondside,Logwood,Undirected,1,18.396561,-78.0753922,Hanover,
Pondside,Cacoon,Undirected,1,18.396561,-78.0753922,Hanover,
Pondside,Ramble,Undirected,1,18.396561,-78.0753922,Hanover,
Pondside,Kingsvale,Undirected,1,18.396561,-78.0753922,Hanover,
Pondside,Dias,Undirected,1,18.396561,-78.0753922,Hanover,
March Town,Logwood,Undirected,1,18.3450397,-78.2775975,Hanover,
March Town,Cacoon,Undirected,1,18.3450397,-78.2775975,Hanover,
March Town,Orange Bay,Undirected,1,18.3450397,-78.2775975,Hanover,
March Town,Kingsvale,Undirected,1,18.3450397,-78.2775975,Hanover,
March Town,Dias,Undirected,1,18.3450397,-78.2775975,Hanover,
East Down Town,Copse,Undirected,1,17.9709915,-76.7896092,Kingston,
East Down Town,Denham Town,Undirected,1,17.9709915,-76.7896092,Kingston,
East Down Town,Central Down Town,Undirected,1,17.9709915,-76.7896092,Kingston,
East Down Town,Passmore Town,Undirected,1,17.9709915,-76.7896092,Kingston,
Denham Town,Copse,Undirected,1,18.0370515,-76.8300026,Kingston,
Denham Town,East Down Town,Undirected,1,18.0370515,-76.8300026,Kingston,
Denham Town,Central Down Town,Undirected,1,18.0370515,-76.8300026,Kingston,
Central Down Town,Copse,Undirected,1,18.0178743,-76.8099041,Kingston,
Central Down Town,East Down Town,Undirected,1,18.0178743,-76.8099041,Kingston,
Passmore Town,Copse,Undirected,1,17.9696796,-76.7812596,Kingston,
Passmore Town,East Down Town,Undirected,1,17.9696796,-76.7812596,Kingston,
Passmore Town,Denham Town,Undirected,1,17.9696796,-76.7812596,Kingston,
Rollington Town,Copse,Undirected,1,17.9775951,-76.7697201,Kingston,
Rollington Town,East Down Town,Undirected,1,17.9775951,-76.7697201,Kingston,
Rollington Town,Denham Town,Undirected,1,17.9775951,-76.7697201,Kingston,
Rollington Town,Central Down Town,Undirected,1,17.9775951,-76.7697201,Kingston,
D'Aguilar Town/ Rennock Lodge,Copse,Undirected,1,17.999862,-76.817184,Kingston,
D'Aguilar Town/ Rennock Lodge,East Down Town,Undirected,1,17.999862,-76.817184,Kingston,
D'Aguilar Town/ Rennock Lodge,Denham Town,Undirected,1,17.999862,-76.817184,Kingston,
D'Aguilar Town/ Rennock Lodge,Central Down Town,Undirected,1,17.999862,-76.817184,Kingston,
D'Aguilar Town/ Rennock Lodge,Passmore Town,Undirected,1,17.999862,-76.817184,Kingston,
West Down Town,Copse,Undirected,1,17.9687247,-76.7884713,Kingston,
West Down Town,East Down Town,Undirected,1,17.9687247,-76.7884713,Kingston,
West Down Town,Denham Town,Undirected,1,17.9687247,-76.7884713,Kingston,
West Down Town,Central Down Town,Undirected,1,17.9687247,-76.7884713,Kingston,
West Down Town,Passmore Town,Undirected,1,17.9687247,-76.7884713,Kingston,
Tivoli Gardens,Copse,Undirected,1,17.9746509,-76.8007301,Kingston,
Tivoli Gardens,East Down Town,Undirected,1,17.9746509,-76.8007301,Kingston,
Tivoli Gardens,Denham Town,Undirected,1,17.9746509,-76.8007301,Kingston,
Tivoli Gardens,Central Down Town,Undirected,1,17.9746509,-76.8007301,Kingston,
Tivoli Gardens,Passmore Town,Undirected,1,17.9746509,-76.8007301,Kingston,
Newton Square,Copse,Undirected,1,17.9598402,-76.8772202,Kingston,
Newton Square,East Down Town,Undirected,1,17.9598402,-76.8772202,Kingston,
Newton Square,Denham Town,Undirected,1,17.9598402,-76.8772202,Kingston,
Newton Square,Central Down Town,Undirected,1,17.9598402,-76.8772202,Kingston,
Newton Square,Passmore Town,Undirected,1,17.9598402,-76.8772202,Kingston,
Kingston Gardens,Copse,Undirected,1,18.0247183,-76.8096019,Kingston,
Kingston Gardens,East Down Town,Undirected,1,18.0247183,-76.8096019,Kingston,
Kingston Gardens,Denham Town,Undirected,1,18.0247183,-76.8096019,Kingston,
Kingston Gardens,Central Down Town,Undirected,1,18.0247183,-76.8096019,Kingston,
Kingston Gardens,Passmore Town,Undirected,1,18.0247183,-76.8096019,Kingston,
Bournemouth Gardens,Copse,Undirected,1,17.9711901,-76.7610647,Kingston,
Bournemouth Gardens,East Down Town,Undirected,1,17.9711901,-76.7610647,Kingston,
Bournemouth Gardens,Denham Town,Undirected,1,17.9711901,-76.7610647,Kingston,
Bournemouth Gardens,Central Down Town,Undirected,1,17.9711901,-76.7610647,Kingston,
Bournemouth Gardens,Passmore Town,Undirected,1,17.9711901,-76.7610647,Kingston,
Rae Town,Copse,Undirected,1,18.0178743,-76.8099041,Kingston,
Rae Town,East Down Town,Undirected,1,18.0178743,-76.8099041,Kingston,
Rae Town,Denham Town,Undirected,1,18.0178743,-76.8099041,Kingston,
Rae Town,Central Down Town,Undirected,1,18.0178743,-76.8099041,Kingston,
Rae Town,Passmore Town,Undirected,1,18.0178743,-76.8099041,Kingston,
Allman Town,Copse,Undirected,1,17.984597,-76.787029,Kingston,
Allman Town,East Down Town,Undirected,1,17.984597,-76.787029,Kingston,
Allman Town,Denham Town,Undirected,1,17.984597,-76.787029,Kingston,
Allman Town,Central Down Town,Undirected,1,17.984597,-76.787029,Kingston,
Allman Town,Passmore Town,Undirected,1,17.984597,-76.787029,Kingston,
Manley Meadows,Copse,Undirected,1,17.9675956,-76.7685245,Kingston,
Manley Meadows,East Down Town,Undirected,1,17.9675956,-76.7685245,Kingston,
Manley Meadows,Denham Town,Undirected,1,17.9675956,-76.7685245,Kingston,
Manley Meadows,Central Down Town,Undirected,1,17.9675956,-76.7685245,Kingston,
Manley Meadows,Passmore Town,Undirected,1,17.9675956,-76.7685245,Kingston,
Franklyn Town,Copse,Undirected,1,17.9779933,-76.77549,Kingston,
Franklyn Town,East Down Town,Undirected,1,17.9779933,-76.77549,Kingston,
Franklyn Town,Denham Town,Undirected,1,17.9779933,-76.77549,Kingston,
Franklyn Town,Central Down Town,Undirected,1,17.9779933,-76.77549,Kingston,
Franklyn Town,Passmore Town,Undirected,1,17.9779933,-76.77549,Kingston,
Norman Gardens,Copse,Undirected,1,17.9797019,-76.7581794,Kingston,
Norman Gardens,East Down Town,Undirected,1,17.9797019,-76.7581794,Kingston,
Norman Gardens,Denham Town,Undirected,1,17.9797019,-76.7581794,Kingston,
Norman Gardens,Central Down Town,Undirected,1,17.9797019,-76.7581794,Kingston,
Norman Gardens,Passmore Town,Undirected,1,17.9797019,-76.7581794,Kingston,
Fletchers Land,Copse,Undirected,1,17.9794542,-76.7913834,Kingston,
Fletchers Land,East Down Town,Undirected,1,17.9794542,-76.7913834,Kingston,
Fletchers Land,Denham Town,Undirected,1,17.9794542,-76.7913834,Kingston,
Fletchers Land,Central Down Town,Undirected,1,17.9794542,-76.7913834,Kingston,
Fletchers Land,Passmore Town,Undirected,1,17.9794542,-76.7913834,Kingston,
Hatfield,Mandeville Proper,Undirected,1,18.030429,-77.5361462,Manchester,
Hatfield,Newport,Undirected,1,18.030429,-77.5361462,Manchester,
Hatfield,Knockpatrick,Undirected,1,18.030429,-77.5361462,Manchester,
Hatfield,New Green,Undirected,1,18.030429,-77.5361462,Manchester,
Hatfield,Royal Flat,Undirected,1,18.030429,-77.5361462,Manchester,
Mandeville Proper,Hatfield,Undirected,1,18.036775,-77.505284,Manchester,
Mandeville Proper,Newport,Undirected,1,18.036775,-77.505284,Manchester,
Mandeville Proper,Knockpatrick,Undirected,1,18.036775,-77.505284,Manchester,
Mandeville Proper,New Green,Undirected,1,18.036775,-77.505284,Manchester,
Newport,Hatfield,Undirected,1,17.92865,-77.516319,Manchester,
Newport,Mandeville Proper,Undirected,1,17.92865,-77.516319,Manchester,
Newport,Knockpatrick,Undirected,1,17.92865,-77.516319,Manchester,
Knockpatrick,Hatfield,Undirected,1,17.9936351,-77.5074774,Manchester,
Knockpatrick,Mandeville Proper,Undirected,1,17.9936351,-77.5074774,Manchester,
New Green,Hatfield,Undirected,1,18.05352,-77.5107955,Manchester,
New Green,Mandeville Proper,Undirected,1,18.05352,-77.5107955,Manchester,
New Green,Newport,Undirected,1,18.05352,-77.5107955,Manchester,
Royal Flat,Hatfield,Undirected,1,18.056782,-77.4716313,Manchester,
Royal Flat,Mandeville Proper,Undirected,1,18.056782,-77.4716313,Manchester,
Royal Flat,Newport,Undirected,1,18.056782,-77.4716313,Manchester,
Royal Flat,Knockpatrick,Undirected,1,18.056782,-77.4716313,Manchester,
Part of Spaldings,Hatfield,Undirected,1,18.1577304,-77.4572897,Manchester,
Part of Spaldings,Mandeville Proper,Undirected,1,18.1577304,-77.4572897,Manchester,
Part of Spaldings,Knockpatrick,Undirected,1,18.1577304,-77.4572897,Manchester,
Part of Spaldings,New Green,Undirected,1,18.1577304,-77.4572897,Manchester,
Part of Spaldings,Royal Flat,Undirected,1,18.1577304,-77.4572897,Manchester,
Snow Hill,Central Port Antonio,Undirected,1,18.2004437,-76.5004058,Portland,
Snow Hill,Windsor Forest,Undirected,1,18.2004437,-76.5004058,Portland,
Snow Hill,Norwich,Undirected,1,18.2004437,-76.5004058,Portland,
Snow Hill,Epson,Undirected,1,18.2004437,-76.5004058,Portland,
Central Port Antonio,Snow Hill,Undirected,1,18.1712764,-76.4476321,Portland,
Central Port Antonio,Windsor Forest,Undirected,1,18.1712764,-76.4476321,Portland,
Central Port Antonio,Norwich,Undirected,1,18.1712764,-76.4476321,Portland,
Windsor Forest,Snow Hill,Undirected,1,18.1164768,-76.3344723,Portland,
Windsor Forest,Central Port Antonio,Undirected,1,18.1164768,-76.3344723,Portland,
Windsor Forest,Norwich,Undirected,1,18.1164768,-76.3344723,Portland,
Norwich,Snow Hill,Undirected,1,18.1942695,-76.4756623,Portland,
Norwich,Central Port Antonio,Undirected,1,18.1942695,-76.4756623,Portland,
Mona Heights,Copse,Undirected,1,18.0141493,-76.7524087,Saint Andrew,
Mona Heights,East Down Town,Undirected,1,18.0141493,-76.7524087,Saint Andrew,
Mona Heights,Denham Town,Undirected,1,18.0141493,-76.7524087,Saint Andrew,
Mona Heights,Central Down Town,Undirected,1,18.0141493,-76.7524087,Saint Andrew,
Mona Heights,Passmore Town,Undirected,1,18.0141493,-76.7524087,Saint Andrew,
Seaward Pen,Copse,Undirected,1,18.0215401,-76.8206626,Saint Andrew,
Seaward Pen,East Down Town,Undirected,1,18.0215401,-76.8206626,Saint Andrew,
Seaward Pen,Denham Town,Undirected,1,18.0215401,-76.8206626,Saint Andrew,
Seaward Pen,Central Down Town,Undirected,1,18.0215401,-76.8206626,Saint Andrew,
Seaward Pen,Passmore Town,Undirected,1,18.0215401,-76.8206626,Saint Andrew,
Bull Bay/ Seven Mile,Copse,Undirected,1,17.9429207,-76.6672602,Saint Andrew,
Bull Bay/ Seven Mile,East Down Town,Undirected,1,17.9429207,-76.6672602,Saint Andrew,
Bull Bay/ Seven Mile,Denham Town,Undirected,1,17.9429207,-76.6672602,Saint Andrew,
Bull Bay/ Seven Mile,Central Down Town,Undirected,1,17.9429207,-76.6672602,Saint Andrew,
Bull Bay/ Seven Mile,Passmore Town,Undirected,1,17.9429207,-76.6672602,Saint Andrew,
Delacree Park/ Union Gardens,Copse,Undirected,1,17.9892841,-76.8172184,Saint Andrew,
Delacree Park/ Union Gardens,East Down Town,Undirected,1,17.9892841,-76.8172184,Saint Andrew,
Delacree Park/ Union Gardens,Denham Town,Undirected,1,17.9892841,-76.8172184,Saint Andrew,
Delacree Park/ Union Gardens,Central Down Town,Undirected,1,17.9892841,-76.8172184,Saint Andrew,
Delacree Park/ Union Gardens,Passmore Town,Undirected,1,17.9892841,-76.8172184,Saint Andrew,
University,Copse,Undirected,1,18.0060132,-76.7471032,Saint Andrew,
University,East Down Town,Undirected,1,18.0060132,-76.7471032,Saint Andrew,
University,Denham Town,Undirected,1,18.0060132,-76.7471032,Saint Andrew,
University,Central Down Town,Undirected,1,18.0060132,-76.7471032,Saint Andrew,
University,Passmore Town,Undirected,1,18.0060132,-76.7471032,Saint Andrew,
Harbour View,Copse,Undirected,1,17.9523291,-76.7192221,Saint Andrew,
Harbour View,East Down Town,Undirected,1,17.9523291,-76.7192221,Saint Andrew,
Harbour View,Denham Town,Undirected,1,17.9523291,-76.7192221,Saint Andrew,
